"","Mz","total"
"3894","120125000100100013 ",100
"3895","120125000100100015B",147
"3896","120125000100100016A",58
"3897","120125000100100016B",75
"3898","120125000100100016C",35
"3899","120125000100100016D",107
"3900","120125000100100017C",56
"3901","120125000100100017D",31
"3902","120125000100100017E",47
"3903","120125000100100017H",61
"3904","120125000100100018A",32
"3905","120125000100100019D",431
"3906","120125000100100021A",49
"3907","120125000100100021C",30
"3908","120125000100100023A",64
"3909","120125000100100023B",66
"3910","120125000100100024 ",69
"3911","120125000100100025B",71
"3912","120125000100100025C",90
"3913","120125000100100027 ",66
"3914","120125000100100028C",52
"3915","120125000100100029A",119
"3916","120125000100100029B",299
"3917","120125000100100030 ",42
"3918","120125000100100032A",105
"3919","120125000100100033 ",109
"3920","120125000100100035 ",38
"3921","120125000100100036 ",50
"3922","120125000100100037 ",54
"3923","120125000100100038A",91
"3924","120125000100100039A",82
"3925","120125000100100039B",198
"3926","120125000100100040 ",63
"3927","120125000100100041B",62
"3928","120125000100100041D",86
"3929","120125000100100042A",87
"3930","120125000100100042B",69
"3931","120125000100100043E",128
"3932","120125000100100043F",162
"3933","120125000100100043H",211
"3934","120125000100100045A",131
"3935","120125000100100045D",68
"3936","120125000100100045F",41
"3937","120125000100100045G",41
"3938","120125000100100045H",60
"3939","120125000100100045I",32
"3940","120125000100100045J",46
"3941","120125000100100045N",78
"3942","120125000100100045O",45
"3943","120125000100100045P",125
"3944","120125000100100045S",40
"3945","120125000100100045U",47
"3946","120125000100100045V",53
"3947","120125000100100045W",71
"3948","120125000100100046A",74
"3949","120125000100100046B",144
"3950","120125000100100046E",70
"3951","120125000100100046K",47
"3952","120125000100100046L",68
"3953","120125000100100046M",32
"3954","120125000100100046Q",55
"3955","120125000100100046V",113
"3956","120125000100100046Z",51
"3957","120125000100100048 ",139
"3958","120125000100100050A",60
"3959","120125000100100050E",99
"3960","120125000100100051A",49
"3961","120125000100100052A",71
"3962","120125000100100052B",35
"3963","120125000100100053C",163
"3964","120125000100100054 ",41
"3965","120125000100100055 ",52
"3966","120125000100100056A",126
"3967","120125000100100056B",77
"3968","120125000100100056C",71
"3969","120125000100100057B",76
"3970","120125000100100057D",69
"3971","120125000100100057E",47
"3972","120125000100100058 ",86
"3973","120125000100100059 ",84
"3974","120125000100100060 ",109
"3975","120125000100100061 ",155
"3976","120125000100100062A",51
"3977","120125000100100062B",57
"3978","120125000100100063 ",83
"3979","120125000100100064A",43
"3980","120125000100100064B",136
"3981","120125000100100066 ",123
"3982","120125000100100067B",175
"3983","120125000100100067C",37
"3984","120125000100100069 ",97
"3985","120125000100100070 ",87
"3986","120125000100100071 ",135
"3987","120125000100100072 ",34
"3988","120125000100100073 ",77
"3989","120125000100100074A",87
"3990","120125000100100074B",45
"3991","120125000100100075 ",47
"3992","120125000100100077 ",44
"3993","120125000100100081 ",35
"3994","1201250001001008888",878
"3995","120125000100200001B",85
"3996","120125000100200001D",57
"3997","120125000100200001E",106
"3998","120125000100200001H",42
"3999","120125000100200001I",42
"4000","120125000100200002 ",43
"4001","120125000100200003B",48
"4002","120125000100200004 ",134
"4003","120125000100200005 ",188
"4004","120125000100200006A",75
"4005","120125000100200006B",46
"4006","120125000100200007A",105
"4007","120125000100200007C",120
"4008","120125000100200007H",45
"4009","120125000100200007I",155
"4010","120125000100200007J",146
"4011","120125000100200008 ",102
"4012","120125000100200010A",116
"4013","120125000100200010C",108
"4014","120125000100200010D",93
"4015","120125000100200011 ",78
"4016","120125000100200012B",131
"4017","120125000100200013 ",146
"4018","120125000100200014 ",156
"4019","120125000100200015 ",51
"4020","120125000100200016 ",52
"4021","120125000100200017A",182
"4022","120125000100200018C",45
"4023","120125000100200018E",194
"4024","120125000100200018F",115
"4025","120125000100200019 ",118
"4026","120125000100200020 ",35
"4027","120125000100200021 ",37
"4028","120125000100200022B",186
"4029","120125000100200023A",182
"4030","120125000100200023C",90
"4031","120125000100200023D",38
"4032","120125000100200024 ",77
"4033","120125000100200025A",41
"4034","120125000100200025B",64
"4035","120125000100200025C",51
"4036","120125000100200025E",116
"4037","120125000100200025F",135
"4038","120125000100200025G",66
"4039","120125000100200026A",37
"4040","120125000100200026D",44
"4041","120125000100200026E",59
"4042","120125000100200026G",38
"4043","120125000100200027 ",95
"4044","120125000100200028 ",55
"4045","120125000100200029 ",127
"4046","120125000100200030 ",165
"4047","120125000100200031 ",110
"4048","120125000100200032A",49
"4049","120125000100200032B",60
"4050","120125000100200033 ",127
"4051","120125000100200034 ",119
"4052","120125000100200035A",38
"4053","120125000100200035B",55
"4054","120125000100200036B",67
"4055","120125000100200037 ",45
"4056","120125000100200038B",36
"4057","120125000100200039 ",117
"4058","120125000100200040A",178
"4059","120125000100200042B",123
"4060","120125000100200042C",99
"4061","120125000100200042D",124
"4062","120125000100200042E",100
"4063","120125000100200043A",36
"4064","120125000100200043B",39
"4065","120125000100200045A",91
"4066","120125000100200045C",154
"4067","120125000100200046C",60
"4068","120125000100200046E",47
"4069","120125000100200046F",112
"4070","120125000100200046G",55
"4071","120125000100200047 ",110
"4072","120125000100200048 ",46
"4073","120125000100200049 ",130
"4074","120125000100200050A",49
"4075","120125000100200050B",43
"4076","120125000100200051 ",203
"4077","120125000100200052A",58
"4078","120125000100200052B",83
"4079","120125000100200053A",64
"4080","120125000100200054 ",52
"4081","120125000100200056A",155
"4082","120125000100200057 ",97
"4083","120125000100200058B",74
"4084","120125000100200059B",101
"4085","120125000100200059J",90
"4086","120125000100200059M",58
"4087","120125000100200059N",63
"4088","120125000100200059O",55
"4089","120125000100200059P",41
"4090","120125000100200059S",66
"4091","120125000100200060B",46
"4092","120125000100200060D",58
"4093","120125000100200060G",114
"4094","120125000100200060H",77
"4095","120125000100200060I",138
"4096","120125000100200061B",87
"4097","120125000100200061D",50
"4098","120125000100200062 ",48
"4099","120125000100200063A",72
"4100","120125000100200064 ",47
"4101","120125000100200065I",39
"4102","120125000100200065J",41
"4103","120125000100200065K",102
"4104","120125000100200065L",45
"4105","120125000100200065M",46
"4106","120125000100200065R",36
"4107","1201250001002008888",536
"4108","120126000100100003 ",84
"4109","120126000100100007 ",52
"4110","120126000100100010 ",36
"4111","120126000100100011B",104
"4112","120126000100100014 ",97
"4113","120126000100100016 ",133
"4114","120126000100100019 ",43
"4115","120126000100100024 ",82
"4116","120126000100100027 ",59
"4117","120126000100100028 ",39
"4118","120126000100100029 ",34
"4119","120126000100100032 ",31
"4120","120126000100100034 ",51
"4121","120126000100100034A",39
"4122","120126000100100035 ",31
"4123","120126000100100040 ",60
"4124","120126000100100041 ",41
"4125","120126000100100042 ",43
"4126","120126000100100043 ",285
"4127","120126000100100045 ",39
"4128","120126000100100047 ",54
"4129","120126000100100048 ",39
"4130","120126000100100049B",30
"4131","120126000100100052 ",57
"4132","120126000100100053A",42
"4133","120126000100100058 ",39
"4134","120126000100100060A",56
"4135","120126000100100061 ",40
"4136","120126000100100066 ",37
"4137","1201260001001008888",443
"4138","120126000300200006 ",47
"4139","120126000300200010A",34
"4140","120126000300200011 ",76
"4141","120126000300200012A",35
"4142","120126000300200012B",36
"4143","120126000300200018 ",50
"4144","1201260003002008888",283
"4145","120127000100100002 ",35
"4146","120127000100100003 ",56
"4147","120127000100100006A",43
"4148","120127000100100009 ",45
"4149","120127000100100010 ",43
"4150","120127000100100011 ",82
"4151","120127000100100014 ",46
"4152","120127000100100016 ",59
"4153","120127000100100018 ",42
"4154","120127000100100020 ",33
"4155","120127000100100021 ",50
"4156","120127000100100022 ",40
"4157","120127000100100023A",66
"4158","120127000100100024 ",36
"4159","120127000100100026 ",66
"4160","120127000100100027A",61
"4161","120127000100100028 ",48
"4162","120127000100100030 ",37
"4163","1201270001001008888",240
"4164","120128000100100001A",53
"4165","120128000100100006 ",68
"4166","120128000100100008 ",30
"4167","120128000100100009 ",53
"4168","120128000100100012 ",58
"4169","120128000100100013 ",58
"4170","120128000100100015 ",39
"4171","120128000100100021 ",32
"4172","120128000100100022 ",33
"4173","120128000100100024 ",51
"4174","120128000100100025 ",46
"4175","120128000100100026 ",80
"4176","120128000100100033 ",57
"4177","120128000100100034 ",69
"4178","120128000100100035 ",56
"4179","120128000100100035C",37
"4180","120128000100100035D",37
"4181","120128000100100036 ",58
"4182","120128000100100038 ",61
"4183","120128000100100039 ",38
"4184","120128000100100040 ",33
"4185","120128000100100045 ",60
"4186","120128000100100046 ",63
"4187","120128000100100047 ",54
"4188","120128000100100048A",40
"4189","120128000100100050 ",34
"4190","120128000100100051 ",51
"4191","120128000100100052 ",58
"4192","120128000100100053 ",45
"4193","1201280001001008888",367
"4194","120128000100200001A",82
"4195","120128000100200003 ",45
"4196","120128000100200004 ",38
"4197","120128000100200005 ",48
"4198","120128000100200007 ",39
"4199","120128000100200008E",64
"4200","120128000100200010 ",46
"4201","120128000100200011A",53
"4202","120128000100200013 ",30
"4203","120128000100200014 ",66
"4204","120128000100200015A",63
"4205","120128000100200017 ",47
"4206","120128000100200017J",56
"4207","120128000100200018 ",47
"4208","120128000100200019A",98
"4209","120128000100200020A",61
"4210","120128000100200028A",36
"4211","120128000100200037A",33
"4212","120128000100200038 ",37
"4213","1201280001002008888",181
"4214","120129000100100001A",77
"4215","120129000100100001B",44
"4216","120129000100100001C",52
"4217","120129000100100002 ",76
"4218","120129000100100003 ",53
"4219","120129000100100004 ",113
"4220","120129000100100005 ",81
"4221","120129000100100007 ",42
"4222","120129000100100008 ",37
"4223","120129000100100009 ",62
"4224","120129000100100011 ",51
"4225","120129000100100018 ",42
"4226","120129000100100019 ",54
"4227","120129000100100020 ",56
"4228","120129000100100021 ",44
"4229","120129000100100022 ",79
"4230","120129000100100023 ",85
"4231","120129000100100024 ",31
"4232","120129000100100027A",51
"4233","120129000100100030 ",56
"4234","120129000100100031 ",56
"4235","120129000100100032 ",37
"4236","120129000100100033 ",52
"4237","120129000100100034 ",99
"4238","120129000100100035 ",44
"4239","120129000100100036 ",94
"4240","120129000100100043 ",34
"4241","120129000100100047 ",34
"4242","120129000100100048 ",52
"4243","120129000100100050 ",55
"4244","120129000100100051 ",37
"4245","120129000100100052 ",62
"4246","120129000100100053 ",57
"4247","120129000100100054 ",35
"4248","120129000100100055 ",37
"4249","120129000100100056 ",56
"4250","120129000100100057 ",42
"4251","120129000100100058 ",69
"4252","120129000100100059 ",95
"4253","120129000100100060A",138
"4254","120129000100100060B",42
"4255","120129000100100061B",104
"4256","120129000100100063 ",78
"4257","120129000100100064 ",122
"4258","120129000100100065A",114
"4259","120129000100100065B",110
"4260","120129000100100066 ",229
"4261","120129000100100067A",33
"4262","120129000100100067C",60
"4263","120129000100100067D",70
"4264","120129000100100068 ",103
"4265","120129000100100069 ",57
"4266","120129000100100070 ",202
"4267","120129000100100071 ",150
"4268","1201290001001008888",348
"4269","120129000100200001 ",72
"4270","120129000100200002A",108
"4271","120129000100200002D",39
"4272","120129000100200002E",41
"4273","120129000100200002F",104
"4274","120129000100200002G",49
"4275","120129000100200002H",44
"4276","120129000100200005 ",42
"4277","120129000100200006 ",80
"4278","120129000100200007 ",63
"4279","120129000100200009 ",52
"4280","120129000100200011 ",57
"4281","120129000100200012 ",46
"4282","120129000100200013 ",41
"4283","120129000100200014 ",72
"4284","120129000100200015 ",40
"4285","120129000100200016 ",34
"4286","120129000100200017 ",38
"4287","120129000100200018 ",34
"4288","120129000100200019 ",73
"4289","120129000100200020 ",48
"4290","120129000100200021 ",59
"4291","120129000100200022 ",53
"4292","120129000100200023 ",60
"4293","120129000100200024 ",55
"4294","120129000100200026 ",70
"4295","120129000100200027 ",32
"4296","120129000100200028 ",49
"4297","120129000100200029 ",34
"4298","120129000100200030 ",86
"4299","120129000100200031 ",61
"4300","120129000100200032 ",60
"4301","120129000100200033 ",68
"4302","120129000100200035 ",43
"4303","120129000100200036 ",81
"4304","120129000100200037 ",147
"4305","120129000100200038 ",127
"4306","120129000100200039A",38
"4307","120129000100200040A",121
"4308","120129000100200040B",194
"4309","120129000100200041A",125
"4310","120129000100200042A",169
"4311","120129000100200043 ",287
"4312","120129000100200046 ",69
"4313","120129000100200047 ",35
"4314","120129000100200048 ",74
"4315","120129000100200049 ",62
"4316","120129000100200050 ",70
"4317","120129000100200051 ",64
"4318","120129000100200052 ",44
"4319","120129000100200053 ",73
"4320","120129000100200054 ",126
"4321","120129000100200055 ",72
"4322","120129000100200056 ",45
"4323","120129000100200057 ",49
"4324","120129000100200058 ",74
"4325","120129000100200059 ",157
"4326","120129000100200060 ",47
"4327","120129000100200060D",83
"4328","120129000100200060E",129
"4329","120129000100200060G",161
"4330","120129000100200060H",30
"4331","120129000100200060I",55
"4332","120129000100200060J",102
"4333","120129000100200060N",76
"4334","120129000100200060O",152
"4335","120129000100200061 ",32
"4336","120129000100200062 ",71
"4337","120129000100200064 ",51
"4338","120129000100200065A",34
"4339","120129000100200065B",79
"4340","120129000100200066A",167
"4341","120129000100200066B",35
"4342","120129000100200066C",39
"4343","120129000100200066D",91
"4344","120129000100200066E",72
"4345","120129000100200066F",160
"4346","120129000100200067 ",86
"4347","120129000100200068 ",62
"4348","120129000100200069 ",81
"4349","120129000100200070 ",39
"4350","120129000100200071 ",120
"4351","120129000100200071A",68
"4352","120129000100200072A",50
"4353","120129000100200072C",74
"4354","120129000100200073 ",158
"4355","120129000100200073C",59
"4356","120129000100200073G",51
"4357","120129000100200073H",78
"4358","120129000100200073I",59
"4359","120129000100200073O",91
"4360","120129000100200073P",126
"4361","120129000100200073Q",35
"4362","120129000100200073R",53
"4363","120129000100200073S",70
"4364","120129000100200073T",70
"4365","120129000100200073U",50
"4366","120129000100200073V",71
"4367","120129000100200073Y",50
"4368","120129000100200073Z",56
"4369","120129000100200074 ",223
"4370","120129000100200074B",70
"4371","120129000100200074C",102
"4372","120129000100200074D",92
"4373","120129000100200075 ",89
"4374","120129000100200075B",121
"4375","120129000100200075C",51
"4376","120129000100200075F",89
"4377","120129000100200075G",130
"4378","120129000100200075H",57
"4379","120129000100200075J",246
"4380","120129000100200075K",52
"4381","120129000100200075L",61
"4382","120129000100200075M",58
"4383","120129000100200075N",440
"4384","120129000100200075O",141
"4385","120129000100200075P",30
"4386","120129000100200075Q",100
"4387","120129000100200075R",51
"4388","120129000100200076 ",43
"4389","1201290001002008888",338
"4390","120130000100100002 ",34
"4391","120130000100100003 ",32
"4392","120130000100100007 ",30
"4393","120130000100100008 ",45
"4394","120130000100100009 ",61
"4395","120130000100100012 ",34
"4396","120130000100100013 ",42
"4397","120130000100100016 ",36
"4398","120130000100100017 ",63
"4399","120130000100100018 ",51
"4400","120130000100100019 ",72
"4401","120130000100100023 ",75
"4402","120130000100100024 ",85
"4403","120130000100100025 ",100
"4404","120130000100100026 ",78
"4405","120130000100100027 ",111
"4406","120130000100100029 ",44
"4407","120130000100100031 ",40
"4408","120130000100100033 ",68
"4409","120130000100100034 ",98
"4410","120130000100100035 ",84
"4411","120130000100100036 ",86
"4412","120130000100100037 ",71
"4413","120130000100100040 ",34
"4414","1201300001001008888",287
"4415","120130000100200002 ",94
"4416","120130000100200002E",77
"4417","120130000100200004 ",81
"4418","120130000100200005 ",88
"4419","120130000100200006 ",117
"4420","120130000100200007 ",105
"4421","120130000100200010 ",72
"4422","120130000100200011 ",35
"4423","120130000100200012 ",44
"4424","120130000100200013 ",62
"4425","120130000100200014 ",75
"4426","120130000100200015 ",36
"4427","120130000100200016 ",54
"4428","120130000100200018A",38
"4429","120130000100200019 ",48
"4430","120130000100200021A",113
"4431","120130000100200023 ",131
"4432","120130000100200026 ",50
"4433","120130000100200027 ",103
"4434","120130000100200028 ",45
"4435","120130000100200029 ",79
"4436","120130000100200030 ",59
"4437","120130000100200031 ",50
"4438","120130000100200032 ",66
"4439","120130000100200033 ",62
"4440","120130000100200034 ",63
"4441","120130000100200036 ",31
"4442","120130000100200037 ",47
"4443","120130000100200038 ",65
"4444","120130000100200039 ",75
"4445","120130000100200040 ",47
"4446","120130000100200041 ",90
"4447","1201300001002008888",215
"4448","120130000100300001 ",107
"4449","120130000100300002A",208
"4450","120130000100300002B",57
"4451","120130000100300003 ",35
"4452","120130000100300003B",72
"4453","120130000100300003E",35
"4454","120130000100300004 ",148
"4455","120130000100300006 ",70
"4456","120130000100300007 ",69
"4457","120130000100300008 ",60
"4458","120130000100300009 ",62
"4459","120130000100300010 ",61
"4460","120130000100300011 ",67
"4461","120130000100300012 ",78
"4462","120130000100300013 ",48
"4463","120130000100300014 ",43
"4464","120130000100300015 ",59
"4465","120130000100300016 ",67
"4466","120130000100300017 ",72
"4467","120130000100300018 ",49
"4468","120130000100300019 ",80
"4469","120130000100300020 ",62
"4470","120130000100300021 ",63
"4471","120130000100300024A",50
"4472","120130000100300024B",111
"4473","120130000100300025 ",104
"4474","120130000100300026 ",132
"4475","120130000100300027 ",98
"4476","120130000100300028 ",84
"4477","120130000100300029 ",86
"4478","120130000100300030A",42
"4479","120130000100300033 ",77
"4480","120130000100300034B",51
"4481","120130000100300035A",38
"4482","120130000100300036 ",36
"4483","120130000100300037 ",37
"4484","120130000100300038 ",41
"4485","120130000100300039 ",47
"4486","120130000100300040 ",30
"4487","120130000100300041 ",127
"4488","120130000100300043A",68
"4489","120130000100300043B",107
"4490","120130000100300044B",56
"4491","120130000100300044C",50
"4492","120130000100300044E",49
"4493","120130000100300044F",47
"4494","120130000100300044H",45
"4495","120130000100300044I",101
"4496","120130000100300045A",32
"4497","120130000100300045C",74
"4498","120130000100300045D",104
"4499","120130000100300046 ",90
"4500","120130000100300047 ",45
"4501","120130000100300048 ",125
"4502","120130000100300049 ",110
"4503","120130000100300050E",70
"4504","120130000100300050F",71
"4505","120130000100300050H",61
"4506","120130000100300050I",148
"4507","120130000100300051B",159
"4508","120130000100300051C",76
"4509","120130000100300051D",67
"4510","120130000100300052 ",116
"4511","120130000100300053 ",93
"4512","120130000100300054 ",34
"4513","120130000100300055A",82
"4514","120130000100300055B",173
"4515","120130000100300056A",48
"4516","120130000100300057A",68
"4517","120130000100300058 ",174
"4518","120130000100300059C",174
"4519","120130000100300059D",59
"4520","120130000100300060C",159
"4521","120130000100300062 ",72
"4522","120130000100300063A",115
"4523","1201300001003008888",237
"4524","120130000100301012A",45
"4525","120130000100301013 ",54
"4526","120130000100301015 ",39
"4527","120130000100301016 ",120
"4528","120130000100301018B",44
"4529","120130000100301019 ",66
"4530","120130000100301020A",91
"4531","120130000100301026 ",51
"4532","120130000100301027 ",48
"4533","120130000100301032 ",338
"4534","120130000100301033 ",89
"4535","1201300001003018888",216
"4536","120132000100100001 ",52
"4537","120132000100100002 ",71
"4538","120132000100100003 ",43
"4539","120132000100100003B",42
"4540","120132000100100003G",47
"4541","120132000100100003H",95
"4542","120132000100100004 ",46
"4543","120132000100100005 ",48
"4544","120132000100100008 ",45
"4545","120132000100100009G",34
"4546","120132000100100010 ",33
"4547","120132000100100011 ",33
"4548","120132000100100019 ",35
"4549","120132000100100023 ",92
"4550","120132000100100028A",53
"4551","120132000100100029A",228
"4552","120132000100100030 ",78
"4553","120132000100100031 ",115
"4554","120132000100100032 ",175
"4555","120132000100100033 ",188
"4556","120132000100100034 ",104
"4557","120132000100100035 ",85
"4558","120132000100100036 ",52
"4559","120132000100100037B",62
"4560","120132000100100037C",131
"4561","120132000100100038 ",76
"4562","120132000100100039 ",95
"4563","120132000100100040 ",101
"4564","120132000100100041 ",124
"4565","120132000100100043 ",95
"4566","120132000100100044 ",103
"4567","120132000100100045 ",89
"4568","120132000100100046 ",50
"4569","120132000100100047 ",32
"4570","120132000100100048 ",52
"4571","120132000100100049A",104
"4572","120132000100100054 ",31
"4573","120132000100100055 ",42
"4574","120132000100100056D",30
"4575","120132000100100059A",57
"4576","120132000100100059D",43
"4577","120132000100100060A",30
"4578","120132000100100061A",92
"4579","120132000100100065 ",47
"4580","120132000100100066 ",31
"4581","120132000100100067 ",43
"4582","120132000100100068 ",42
"4583","120132000100100069 ",43
"4584","1201320001001008888",781
"4585","120132000100101001 ",158
"4586","120132000100101002 ",157
"4587","120132000100101003 ",33
"4588","120132000100101006 ",31
"4589","120132000100101007 ",185
"4590","120132000100101008 ",292
"4591","120132000100101009 ",70
"4592","120132000100101010 ",80
"4593","120132000100101011 ",103
"4594","120132000100101012 ",96
"4595","120132000100101014 ",43
"4596","1201320001001018888",23
"4597","120133000100100002 ",30
"4598","120133000100100006 ",55
"4599","120133000100100014A",47
"4600","120133000100100014B",47
"4601","120133000100100017A",54
"4602","120133000100100017B",44
"4603","120133000100100018B",42
"4604","120133000100100019A",34
"4605","120133000100100019B",73
"4606","120133000100100020 ",44
"4607","120133000100100021 ",40
"4608","120133000100100022 ",60
"4609","120133000100100023 ",35
"4610","120133000100100024 ",54
"4611","120133000100100026 ",48
"4612","120133000100100028 ",141
"4613","120133000100100029 ",30
"4614","120133000100100030A",52
"4615","120133000100100031B",68
"4616","120133000100100032 ",142
"4617","120133000100100034A",169
"4618","120133000100100034B",59
"4619","120133000100100035B",44
"4620","120133000100100037 ",36
"4621","120133000100100038 ",34
"4622","120133000100100039 ",76
"4623","120133000100100041 ",39
"4624","120133000100100043 ",32
"4625","120133000100100049 ",42
"4626","120133000100100050 ",38
"4627","120133000100100052C",39
"4628","120133000100100052D",52
"4629","120133000100100054 ",64
"4630","120133000100100055B",44
"4631","120133000100100057B",35
"4632","120133000100100057D",102
"4633","120133000100100058A",42
"4634","120133000100100062 ",32
"4635","120133000100100066 ",55
"4636","120133000100100068 ",47
"4637","120133000100100070A",73
"4638","120133000100100071 ",77
"4639","1201330001001008888",616
"4640","120133000100101012 ",33
"4641","120133000100101024 ",49
"4642","120133000100101025 ",36
"4643","120133000100101029 ",42
"4644","120133000100101030A",33
"4645","120133000100101043 ",36
"4646","120133000100101056 ",45
"4647","120133000100101068 ",62
"4648","120133000100101087 ",34
"4649","120133000100101088 ",46
"4650","1201330001001018888",868
"4651","120133000100102040A",32
"4652","120133000100102044 ",34
"4653","120133000100102046A",113
"4654","120133000100102048A",65
"4655","120133000100102050 ",52
"4656","120133000100102051A",69
"4657","120133000100102054 ",52
"4658","120133000100102055 ",50
"4659","120133000100102056 ",57
"4660","120133000100102059A",48
"4661","120133000100102066 ",36
"4662","120133000100102070A",49
"4663","1201330001001028888",714
"4664","120133000100103001A",61
"4665","120133000100103017 ",56
"4666","120133000100103018 ",77
"4667","120133000100103019 ",35
"4668","120133000100103022 ",34
"4669","120133000100103024 ",34
"4670","120133000100103026 ",48
"4671","120133000100103030 ",42
"4672","120133000100103032A",44
"4673","120133000100103033 ",118
"4674","120133000100103034 ",74
"4675","120133000100103036 ",32
"4676","120133000100103037 ",30
"4677","120133000100103041A",99
"4678","120133000100103043 ",32
"4679","120133000100103044 ",88
"4680","120133000100103045 ",31
"4681","120133000100103046 ",34
"4682","120133000100103047 ",45
"4683","120133000100103048 ",53
"4684","120133000100103049 ",34
"4685","120133000100103051 ",36
"4686","120133000100103056 ",31
"4687","1201330001001038888",560
"4688","120133000100200001 ",34
"4689","120133000100200003 ",63
"4690","120133000100200006 ",39
"4691","120133000100200007 ",48
"4692","120133000100200008 ",76
"4693","120133000100200009 ",39
"4694","120133000100200010 ",37
"4695","120133000100200011 ",32
"4696","120133000100200013 ",31
"4697","120133000100200014 ",43
"4698","120133000100200015 ",32
"4699","120133000100200019 ",76
"4700","120133000100200020 ",62
"4701","120133000100200023 ",65
"4702","120133000100200024 ",138
"4703","120133000100200025C",42
"4704","120133000100200026 ",83
"4705","120133000100200027 ",163
"4706","120133000100200028 ",116
"4707","120133000100200029 ",128
"4708","120133000100200030 ",67
"4709","120133000100200031 ",31
"4710","120133000100200034 ",73
"4711","120133000100200037 ",31
"4712","120133000100200041 ",92
"4713","120133000100200042 ",96
"4714","120133000100200043 ",41
"4715","120133000100200044 ",62
"4716","120133000100200048 ",32
"4717","120133000100200049 ",90
"4718","120133000100200050 ",70
"4719","120133000100200051 ",65
"4720","120133000100200053 ",50
"4721","120133000100200054 ",38
"4722","120133000100200055 ",122
"4723","120133000100200056 ",87
"4724","120133000100200058 ",157
"4725","120133000100200062 ",107
"4726","120133000100200067D",84
"4727","120133000100200068 ",33
"4728","120133000100200069 ",108
"4729","120133000100200070 ",37
"4730","120133000100200071 ",104
"4731","1201330001002008888",431
"4732","120133000200300001B",126
"4733","120133000200300001D",48
"4734","120133000200300001E",91
"4735","120133000200300002C",47
"4736","120133000200300002H",32
"4737","120133000200300002I",47
"4738","120133000200300002J",75
"4739","120133000200300003 ",103
"4740","120133000200300004A",78
"4741","120133000200300005A",76
"4742","120133000200300005C",89
"4743","120133000200300006 ",78
"4744","120133000200300007 ",40
"4745","120133000200300009F",63
"4746","120133000200300011A",61
"4747","120133000200300012 ",61
"4748","120133000200300014 ",80
"4749","120133000200300015 ",73
"4750","120133000200300016A",129
"4751","120133000200300018 ",46
"4752","120133000200300020 ",50
"4753","120133000200300021A",161
"4754","120133000200300026 ",65
"4755","120133000200300028A",33
"4756","120133000200300028B",59
"4757","120133000200300029 ",62
"4758","120133000200300030C",154
"4759","120133000200300030F",48
"4760","120133000200300030I",37
"4761","120133000200300030L",218
"4762","120133000200300030M",136
"4763","120133000200300030Q",111
"4764","120133000200300030R",93
"4765","120133000200300030S",117
"4766","120133000200300030U",58
"4767","120133000200300030W",87
"4768","120133000200300030Ð",134
"4769","120133000200300031 ",85
"4770","120133000200300032 ",49
"4771","120133000200300033B",144
"4772","120133000200300033D",61
"4773","120133000200300035A",43
"4774","120133000200300038E",35
"4775","120133000200300038F",58
"4776","120133000200300044A",45
"4777","1201330002003008888",561
"4778","120133000200400002A",36
"4779","120133000200400003 ",58
"4780","120133000200400004 ",191
"4781","120133000200400005B",38
"4782","120133000200400006 ",43
"4783","120133000200400007 ",42
"4784","120133000200400008 ",58
"4785","120133000200400011 ",57
"4786","120133000200400013 ",36
"4787","120133000200400014 ",38
"4788","120133000200400019 ",31
"4789","120133000200400025 ",79
"4790","120133000200400026 ",52
"4791","120133000200400027A",143
"4792","120133000200400029 ",42
"4793","120133000200400035A",36
"4794","120133000200400037 ",89
"4795","120133000200400038 ",124
"4796","120133000200400041 ",56
"4797","120133000200400042 ",75
"4798","120133000200400043 ",30
"4799","120133000200400044 ",33
"4800","1201330002004008888",389
"4801","120133000300600005 ",31
"4802","120133000300600021 ",31
"4803","120133000300600023 ",36
"4804","120133000300600032 ",48
"4805","120133000300600034F",47
"4806","120133000300600035 ",53
"4807","120133000300600041 ",61
"4808","120133000300600043 ",47
"4809","120133000300600048 ",36
"4810","120133000300600056A",30
"4811","120133000300600058 ",42
"4812","120133000300600058B",35
"4813","120133000300600060 ",30
"4814","1201330003006008888",704
"4815","120133000600500001 ",64
"4816","120133000600500002 ",54
"4817","120133000600500003 ",58
"4818","120133000600500004A",46
"4819","120133000600500008 ",30
"4820","120133000600500009A",35
"4821","120133000600500010A",52
"4822","120133000600500013 ",71
"4823","120133000600500014A",58
"4824","120133000600500018 ",76
"4825","120133000600500020 ",54
"4826","120133000600500021 ",31
"4827","120133000600500025A",41
"4828","120133000600500025B",36
"4829","120133000600500026A",30
"4830","120133000600500026B",115
"4831","120133000600500027A",41
"4832","120133000600500029 ",31
"4833","120133000600500031A",45
"4834","120133000600500036 ",30
"4835","120133000600500037 ",38
"4836","1201330006005008888",204
"4837","120134000100100004A",40
"4838","120134000100100005 ",39
"4839","120134000100100006 ",111
"4840","120134000100100007B",74
"4841","120134000100100008 ",39
"4842","120134000100100009A",113
"4843","120134000100100009C",181
"4844","120134000100100011 ",89
"4845","120134000100100012B",57
"4846","120134000100100013 ",37
"4847","120134000100100014 ",79
"4848","120134000100100015 ",41
"4849","120134000100100016 ",33
"4850","120134000100100017A",94
"4851","120134000100100017B",43
"4852","120134000100100018 ",59
"4853","120134000100100021 ",70
