"","Mz","total"
"1987","1201140001002008888",278
"1988","120114000100300001 ",101
"1989","120114000100300002B",81
"1990","120114000100300002F",135
"1991","120114000100300002G",156
"1992","120114000100300002H",208
"1993","120114000100300003 ",37
"1994","120114000100300004 ",36
"1995","120114000100300005 ",79
"1996","120114000100300006 ",30
"1997","120114000100300007 ",46
"1998","120114000100300008 ",59
"1999","120114000100300009 ",54
"2000","120114000100300010 ",64
"2001","120114000100300011 ",47
"2002","120114000100300012 ",66
"2003","120114000100300013 ",48
"2004","120114000100300015 ",42
"2005","120114000100300016 ",63
"2006","120114000100300017 ",224
"2007","120114000100300018 ",47
"2008","120114000100300019 ",55
"2009","120114000100300020 ",35
"2010","120114000100300021A",48
"2011","120114000100300024 ",35
"2012","120114000100300026 ",89
"2013","120114000100300028 ",62
"2014","120114000100300029 ",49
"2015","120114000100300031 ",49
"2016","120114000100300032 ",64
"2017","120114000100300034 ",34
"2018","120114000100300035 ",40
"2019","120114000100300036 ",42
"2020","120114000100300037 ",84
"2021","120114000100300038 ",91
"2022","120114000100300039 ",43
"2023","120114000100300040 ",70
"2024","120114000100300041 ",52
"2025","120114000100300042B",57
"2026","120114000100300042C",356
"2027","120114000100300043A",77
"2028","120114000100300044A",67
"2029","120114000100300044B",60
"2030","120114000100300044E",250
"2031","120114000100300044I",140
"2032","120114000100300044J",74
"2033","120114000100300044K",60
"2034","120114000100300044L",77
"2035","120114000100300044M",37
"2036","120114000100300045 ",54
"2037","120114000100300046 ",67
"2038","120114000100300047 ",73
"2039","120114000100300048A",85
"2040","120114000100300049B",40
"2041","120114000100300051A",64
"2042","120114000100300051B",91
"2043","120114000100300051C",64
"2044","120114000100300051D",58
"2045","120114000100300054F",292
"2046","120114000100300054G",65
"2047","120114000100300054I",40
"2048","120114000100300054J",48
"2049","120114000100300054K",62
"2050","120114000100300054Q",48
"2051","120114000100300054S",72
"2052","120114000100300055G",78
"2053","120114000100300055H",97
"2054","120114000100300055I",74
"2055","120114000100300056A",59
"2056","120114000100300057B",36
"2057","120114000100300057C",135
"2058","120114000100300057D",99
"2059","120114000100300058B",30
"2060","120114000100300058C",77
"2061","120114000100300061 ",34
"2062","120114000100300062 ",74
"2063","120114000100300063 ",58
"2064","1201140001003008888",367
"2065","120114000100400001A",336
"2066","120114000100400002 ",37
"2067","120114000100400003 ",184
"2068","120114000100400004 ",195
"2069","120114000100400005 ",144
"2070","120114000100400006 ",224
"2071","120114000100400007B",572
"2072","120114000100400008C",156
"2073","120114000100400008D",98
"2074","120114000100400008F",157
"2075","120114000100400009 ",74
"2076","120114000100400010 ",69
"2077","120114000100400011A",110
"2078","120114000100400014 ",296
"2079","120114000100400015 ",91
"2080","120114000100400016 ",163
"2081","120114000100400017C",138
"2082","120114000100400018D",97
"2083","120114000100400018E",43
"2084","120114000100400018F",133
"2085","120114000100400018G",30
"2086","120114000100400018H",159
"2087","120114000100400019 ",78
"2088","120114000100400020 ",127
"2089","120114000100400021 ",51
"2090","120114000100400022 ",243
"2091","120114000100400023 ",86
"2092","120114000100400024 ",58
"2093","120114000100400025 ",82
"2094","120114000100400026 ",44
"2095","120114000100400027 ",49
"2096","120114000100400028 ",54
"2097","120114000100400029 ",76
"2098","120114000100400032 ",172
"2099","120114000100400033 ",199
"2100","120114000100400034 ",213
"2101","120114000100400035 ",177
"2102","120114000100400038 ",192
"2103","120114000100400039 ",143
"2104","120114000100400040 ",49
"2105","120114000100400042A",84
"2106","120114000100400044 ",57
"2107","120114000100400045 ",56
"2108","120114000100400046 ",72
"2109","120114000100400047 ",59
"2110","120114000100400048 ",71
"2111","120114000100400049 ",52
"2112","120114000100400050 ",42
"2113","120114000100400051 ",51
"2114","120114000100400052 ",182
"2115","120114000100400053 ",159
"2116","120114000100400054 ",199
"2117","120114000100400055 ",96
"2118","120114000100400056 ",104
"2119","120114000100400057 ",121
"2120","120114000100400058 ",109
"2121","1201140001004008888",64
"2122","120114000100500002E",43
"2123","120114000100500002I",54
"2124","120114000100500003H",116
"2125","120114000100500004G",87
"2126","120114000100500004H",49
"2127","120114000100500004I",38
"2128","120114000100500004L",39
"2129","120114000100500004M",70
"2130","120114000100500004N",55
"2131","120114000100500004O",41
"2132","120114000100500005I",35
"2133","120114000100500005L",71
"2134","120114000100500007 ",65
"2135","120114000100500008 ",39
"2136","120114000100500009 ",31
"2137","120114000100500010 ",50
"2138","120114000100500011 ",30
"2139","120114000100500012 ",41
"2140","120114000100500014B",54
"2141","120114000100500016A",46
"2142","120114000100500017A",43
"2143","120114000100500018A",150
"2144","120114000100500020 ",52
"2145","120114000100500021 ",76
"2146","120114000100500022 ",125
"2147","120114000100500023 ",69
"2148","120114000100500024 ",61
"2149","120114000100500025 ",63
"2150","120114000100500026 ",65
"2151","120114000100500027 ",97
"2152","120114000100500028B",75
"2153","120114000100500029 ",75
"2154","120114000100500030 ",94
"2155","120114000100500032 ",76
"2156","120114000100500033 ",120
"2157","120114000100500034 ",95
"2158","120114000100500035 ",57
"2159","120114000100500036A",70
"2160","120114000100500036B",36
"2161","120114000100500037 ",111
"2162","120114000100500038 ",127
"2163","120114000100500039 ",95
"2164","120114000100500040 ",216
"2165","120114000100500041 ",200
"2166","120114000100500042 ",122
"2167","120114000100500043 ",120
"2168","120114000100500044 ",112
"2169","120114000100500045 ",69
"2170","120114000100500046 ",122
"2171","120114000100500048 ",115
"2172","120114000100500049 ",153
"2173","120114000100500050 ",194
"2174","120114000100500051 ",183
"2175","120114000100500052 ",131
"2176","120114000100500053 ",108
"2177","120114000100500054 ",115
"2178","120114000100500056A",145
"2179","120114000100500057 ",97
"2180","120114000100500058 ",165
"2181","120114000100500059 ",166
"2182","120114000100500060B",83
"2183","120114000100500061 ",191
"2184","120114000100500062 ",156
"2185","120114000100500063 ",152
"2186","120114000100500064 ",115
"2187","1201140001005008888",266
"2188","120114000100600001A",109
"2189","120114000100600003D",50
"2190","120114000100600003F",48
"2191","120114000100600003H",34
"2192","120114000100600003I",45
"2193","120114000100600003K",56
"2194","120114000100600003M",67
"2195","120114000100600003N",46
"2196","120114000100600004A",62
"2197","120114000100600005A",53
"2198","120114000100600006A",56
"2199","120114000100600007 ",33
"2200","120114000100600008 ",56
"2201","120114000100600009 ",68
"2202","120114000100600010 ",50
"2203","120114000100600012 ",35
"2204","120114000100600013 ",37
"2205","120114000100600014 ",68
"2206","120114000100600015B",95
"2207","120114000100600017A",40
"2208","120114000100600018 ",68
"2209","120114000100600019 ",32
"2210","120114000100600020 ",36
"2211","120114000100600021 ",45
"2212","120114000100600022 ",45
"2213","120114000100600023 ",103
"2214","120114000100600024 ",49
"2215","120114000100600025 ",65
"2216","120114000100600026 ",42
"2217","120114000100600027 ",50
"2218","120114000100600028 ",71
"2219","120114000100600030 ",83
"2220","120114000100600031 ",66
"2221","120114000100600032A",56
"2222","120114000100600032D",92
"2223","120114000100600032E",52
"2224","120114000100600033 ",40
"2225","120114000100600036 ",34
"2226","120114000100600037 ",40
"2227","120114000100600039 ",35
"2228","120114000100600041B",46
"2229","120114000100600042B",106
"2230","120114000100600043A",48
"2231","120114000100600045 ",271
"2232","120114000100600046 ",53
"2233","120114000100600047 ",32
"2234","120114000100600055A",63
"2235","120114000100600056A",73
"2236","120114000100600057 ",104
"2237","120114000100600058 ",68
"2238","120114000100600060F",35
"2239","120114000100600064 ",114
"2240","120114000100600065 ",135
"2241","120114000100600066 ",112
"2242","120114000100600067 ",54
"2243","120114000100600068 ",49
"2244","1201140001006008888",322
"2245","120114000100700001 ",119
"2246","120114000100700002 ",145
"2247","120114000100700003A",192
"2248","120114000100700004A",47
"2249","120114000100700005 ",82
"2250","120114000100700006 ",80
"2251","120114000100700007 ",67
"2252","120114000100700008 ",128
"2253","120114000100700009 ",73
"2254","120114000100700010 ",39
"2255","120114000100700011C",30
"2256","120114000100700011E",32
"2257","120114000100700013A",78
"2258","120114000100700013B",65
"2259","120114000100700014 ",105
"2260","120114000100700015 ",69
"2261","120114000100700016 ",87
"2262","120114000100700017 ",89
"2263","120114000100700018A",36
"2264","120114000100700018B",66
"2265","120114000100700019A",229
"2266","120114000100700020 ",73
"2267","120114000100700023D",95
"2268","120114000100700023E",44
"2269","120114000100700023F",85
"2270","120114000100700023G",178
"2271","120114000100700023I",237
"2272","120114000100700024C",390
"2273","120114000100700024E",49
"2274","120114000100700024G",36
"2275","120114000100700024I",61
"2276","120114000100700024N",236
"2277","120114000100700024O",32
"2278","120114000100700024P",109
"2279","120114000100700024Q",141
"2280","120114000100700024R",172
"2281","120114000100700026A",32
"2282","120114000100700028D",318
"2283","120114000100700030B",58
"2284","120114000100700032A",50
"2285","120114000100700033A",47
"2286","120114000100700034 ",170
"2287","120114000100700035A",215
"2288","120114000100700036 ",129
"2289","120114000100700037 ",65
"2290","120114000100700038A",151
"2291","120114000100700039 ",59
"2292","120114000100700040 ",48
"2293","120114000100700041 ",183
"2294","120114000100700042 ",33
"2295","120114000100700043 ",125
"2296","120114000100700044A",76
"2297","120114000100700045 ",126
"2298","120114000100700047A",221
"2299","120114000100700047B",65
"2300","120114000100700048C",81
"2301","120114000100700048E",159
"2302","120114000100700048F",227
"2303","120114000100700050D",274
"2304","120114000100700050E",35
"2305","120114000100700051C",184
"2306","120114000100700051D",102
"2307","120114000100700051E",253
"2308","120114000100700051F",490
"2309","120114000100700052F",111
"2310","120114000100700052G",428
"2311","120114000100700052H",79
"2312","120114000100700054 ",140
"2313","120114000100700054D",35
"2314","120114000100700054E",33
"2315","120114000100700054G",55
"2316","120114000100700054L",70
"2317","120114000100700054T",48
"2318","120114000100700054V",32
"2319","120114000100700054W",31
"2320","120114000100700054X",92
"2321","120114000100700055A",45
"2322","120114000100700055B",189
"2323","120114000100700057 ",728
"2324","120114000100700058 ",270
"2325","120114000100700059 ",82
"2326","120114000100700060 ",262
"2327","120114000100700061 ",329
"2328","120114000100700062 ",45
"2329","120114000100700063 ",95
"2330","120114000100700064A",222
"2331","1201140001007008888",489
"2332","120114000100800001 ",199
"2333","120114000100800002 ",92
"2334","120114000100800003 ",101
"2335","120114000100800004A",375
"2336","120114000100800004B",146
"2337","120114000100800004C",47
"2338","120114000100800005C",41
"2339","120114000100800005D",117
"2340","120114000100800005F",61
"2341","120114000100800005J",68
"2342","120114000100800005Q",818
"2343","120114000100800005T",87
"2344","120114000100800006A",62
"2345","120114000100800006F",63
"2346","120114000100800008A",200
"2347","120114000100800009A",180
"2348","120114000100800010 ",86
"2349","120114000100800011 ",133
"2350","120114000100800012 ",83
"2351","120114000100800013 ",91
"2352","120114000100800016 ",38
"2353","120114000100800017A",242
"2354","120114000100800020 ",107
"2355","120114000100800022 ",73
"2356","120114000100800024A",46
"2357","120114000100800025 ",53
"2358","120114000100800026 ",83
"2359","120114000100800027 ",133
"2360","120114000100800029 ",109
"2361","120114000100800030 ",69
"2362","120114000100800031 ",40
"2363","120114000100800032 ",49
"2364","120114000100800033 ",58
"2365","120114000100800036A",170
"2366","120114000100800036B",177
"2367","120114000100800037 ",74
"2368","120114000100800038 ",67
"2369","120114000100800039 ",187
"2370","120114000100800040 ",128
"2371","120114000100800041 ",93
"2372","120114000100800042 ",126
"2373","120114000100800043 ",105
"2374","120114000100800044 ",151
"2375","120114000100800045 ",107
"2376","120114000100800046 ",240
"2377","120114000100800047 ",104
"2378","120114000100800048 ",145
"2379","120114000100800049 ",190
"2380","120114000100800052 ",168
"2381","120114000100800053 ",161
"2382","120114000100800054 ",124
"2383","120114000100800055 ",214
"2384","1201140001008008888",124
"2385","120114000100900001 ",86
"2386","120114000100900002 ",116
"2387","120114000100900003 ",145
"2388","120114000100900004A",58
"2389","120114000100900004C",105
"2390","120114000100900005 ",88
"2391","120114000100900005A",51
"2392","120114000100900006 ",79
"2393","120114000100900007 ",73
"2394","120114000100900007A",34
"2395","120114000100900007B",45
"2396","120114000100900007C",33
"2397","120114000100900008 ",109
"2398","120114000100900009 ",134
"2399","120114000100900010 ",145
"2400","120114000100900011 ",185
"2401","120114000100900012 ",77
"2402","120114000100900013 ",99
"2403","120114000100900014A",85
"2404","120114000100900016 ",56
"2405","120114000100900017 ",218
"2406","120114000100900018 ",68
"2407","120114000100900019A",44
"2408","120114000100900019B",140
"2409","120114000100900020B",46
"2410","120114000100900021 ",237
"2411","120114000100900022C",90
"2412","120114000100900024A",71
"2413","120114000100900024B",42
"2414","120114000100900024E",60
"2415","120114000100900024F",36
"2416","120114000100900024I",40
"2417","120114000100900025 ",108
"2418","120114000100900026E",30
"2419","120114000100900026F",69
"2420","120114000100900026G",103
"2421","120114000100900026H",94
"2422","120114000100900026J",100
"2423","120114000100900027 ",88
"2424","120114000100900028C",74
"2425","120114000100900028D",68
"2426","120114000100900028F",92
"2427","120114000100900032 ",69
"2428","120114000100900033A",72
"2429","120114000100900033B",90
"2430","120114000100900034 ",92
"2431","120114000100900035 ",115
"2432","120114000100900036 ",48
"2433","120114000100900037 ",72
"2434","120114000100900038 ",68
"2435","120114000100900039 ",77
"2436","120114000100900040A",35
"2437","120114000100900042 ",66
"2438","120114000100900043 ",109
"2439","120114000100900044 ",78
"2440","120114000100900045 ",56
"2441","120114000100900046 ",68
"2442","120114000100900047 ",43
"2443","120114000100900048 ",65
"2444","120114000100900049 ",153
"2445","120114000100900050 ",103
"2446","1201140001009008888",310
"2447","120114000101000001 ",117
"2448","120114000101000002 ",143
"2449","120114000101000003 ",123
"2450","120114000101000005 ",121
"2451","120114000101000006 ",148
"2452","120114000101000007 ",231
"2453","120114000101000008 ",127
"2454","120114000101000009 ",116
"2455","120114000101000010 ",100
"2456","120114000101000011 ",102
"2457","120114000101000012 ",154
"2458","120114000101000013 ",123
"2459","120114000101000014 ",130
"2460","120114000101000016 ",129
"2461","120114000101000017 ",65
"2462","120114000101000018 ",84
"2463","120114000101000019 ",113
"2464","120114000101000020 ",35
"2465","120114000101000021 ",86
"2466","120114000101000022 ",99
"2467","120114000101000023 ",151
"2468","120114000101000024 ",61
"2469","120114000101000025 ",50
"2470","120114000101000026 ",41
"2471","120114000101000027 ",98
"2472","120114000101000028A",261
"2473","120114000101000029B",126
"2474","120114000101000030A",145
"2475","120114000101000030C",79
"2476","120114000101000030D",63
"2477","120114000101000030F",48
"2478","120114000101000030Q",41
"2479","120114000101000030T",34
"2480","120114000101000030V",47
"2481","120114000101000030X",34
"2482","120114000101000030Z",35
"2483","120114000101000031 ",119
"2484","120114000101000032 ",92
"2485","120114000101000033 ",65
"2486","120114000101000035 ",60
"2487","120114000101000036 ",38
"2488","120114000101000037 ",63
"2489","120114000101000038 ",103
"2490","120114000101000039 ",290
"2491","120114000101000040 ",57
"2492","120114000101000041 ",292
"2493","120114000101000042 ",200
"2494","120114000101000043 ",65
"2495","120114000101000044A",88
"2496","120114000101000045 ",100
"2497","120114000101000046 ",160
"2498","120114000101000047 ",151
"2499","120114000101000048 ",100
"2500","120114000101000049 ",120
"2501","120114000101000050 ",108
"2502","120114000101000051A",94
"2503","120114000101000054 ",102
"2504","120114000101000055 ",49
"2505","120114000101000056 ",46
"2506","120114000101000057 ",100
"2507","120114000101000060 ",57
"2508","120114000101000061 ",60
"2509","120114000101000062 ",30
"2510","120114000101000067 ",32
"2511","120114000101000068 ",123
"2512","1201140001010008888",121
"2513","120114000101100001 ",35
"2514","120114000101100003A",135
"2515","120114000101100004 ",128
"2516","120114000101100005 ",117
"2517","120114000101100006 ",159
"2518","120114000101100007A",115
"2519","120114000101100008 ",59
"2520","120114000101100009 ",41
"2521","120114000101100010 ",60
"2522","120114000101100011 ",56
"2523","120114000101100013 ",42
"2524","120114000101100014 ",63
"2525","120114000101100015 ",116
"2526","120114000101100016 ",94
"2527","120114000101100019 ",36
"2528","120114000101100020 ",59
"2529","120114000101100021 ",75
"2530","120114000101100023 ",56
"2531","120114000101100025 ",125
"2532","120114000101100026 ",112
"2533","120114000101100027 ",128
"2534","120114000101100028 ",114
"2535","120114000101100029 ",98
"2536","120114000101100030 ",95
"2537","120114000101100032 ",81
"2538","120114000101100033 ",81
"2539","120114000101100034 ",134
"2540","120114000101100035 ",70
"2541","120114000101100036 ",60
"2542","120114000101100037 ",1185
"2543","120114000101100038 ",64
"2544","120114000101100039 ",82
"2545","120114000101100040 ",223
"2546","120114000101100041 ",65
"2547","120114000101100042A",299
"2548","120114000101100043A",165
"2549","120114000101100045 ",140
"2550","120114000101100046 ",217
"2551","120114000101100047 ",65
"2552","120114000101100048A",85
"2553","1201140001011008888",78
"2554","120114000101200001 ",44
"2555","120114000101200002 ",79
"2556","120114000101200003 ",99
"2557","120114000101200004 ",112
"2558","120114000101200006 ",155
"2559","120114000101200007 ",151
"2560","120114000101200008 ",111
"2561","120114000101200010 ",102
"2562","120114000101200011A",174
"2563","120114000101200012 ",77
"2564","120114000101200013 ",154
"2565","120114000101200014 ",114
"2566","120114000101200015 ",164
"2567","120114000101200016 ",128
"2568","120114000101200017 ",138
"2569","120114000101200018 ",104
"2570","120114000101200019 ",86
"2571","120114000101200020 ",119
"2572","120114000101200021 ",113
"2573","120114000101200022 ",111
"2574","120114000101200023 ",102
"2575","120114000101200024 ",146
"2576","120114000101200025 ",124
"2577","120114000101200026 ",102
"2578","120114000101200029 ",167
"2579","120114000101200030 ",105
"2580","120114000101200031 ",108
"2581","120114000101200032 ",56
"2582","120114000101200033 ",82
"2583","120114000101200034A",85
"2584","120114000101200035 ",59
"2585","120114000101200036 ",160
"2586","120114000101200037 ",139
"2587","120114000101200039 ",38
"2588","120114000101200040 ",68
"2589","120114000101200041 ",40
"2590","120114000101200044 ",36
"2591","120114000101200046C",331
"2592","120114000101200048 ",64
"2593","120114000101200049 ",88
"2594","120114000101200050A",134
"2595","120114000101200052 ",40
"2596","1201140001012008888",57
"2597","120114000101300001 ",52
"2598","120114000101300002 ",117
"2599","120114000101300003 ",47
"2600","120114000101300004 ",51
"2601","120114000101300005 ",65
"2602","120114000101300007 ",104
"2603","120114000101300008 ",51
"2604","120114000101300009 ",67
"2605","120114000101300010 ",96
"2606","120114000101300011 ",70
"2607","120114000101300012 ",95
"2608","120114000101300013 ",157
"2609","120114000101300014 ",66
"2610","120114000101300015 ",67
"2611","120114000101300016 ",66
"2612","120114000101300017 ",151
"2613","120114000101300018A",222
"2614","120114000101300019 ",61
"2615","120114000101300020 ",55
"2616","120114000101300021 ",119
"2617","120114000101300022 ",35
"2618","120114000101300023 ",30
"2619","120114000101300024 ",38
"2620","120114000101300025 ",177
"2621","120114000101300026 ",137
"2622","120114000101300027 ",102
"2623","120114000101300028 ",99
"2624","120114000101300030 ",221
"2625","120114000101300031 ",195
"2626","120114000101300032 ",31
"2627","120114000101300033 ",85
"2628","120114000101300034 ",80
"2629","120114000101300035 ",220
"2630","120114000101300037 ",82
"2631","120114000101300038 ",71
"2632","120114000101300039 ",63
"2633","120114000101300040 ",87
"2634","120114000101300041 ",130
"2635","120114000101300042 ",155
"2636","120114000101300043 ",198
"2637","120114000101300044 ",130
"2638","120114000101300045 ",31
"2639","120114000101300046 ",100
"2640","120114000101300047 ",95
"2641","120114000101300049 ",82
"2642","120114000101300050 ",163
"2643","120114000101300051 ",302
"2644","120114000101300053 ",86
"2645","1201140001013008888",67
"2646","120114000101400001 ",107
"2647","120114000101400002 ",78
"2648","120114000101400003 ",138
"2649","120114000101400004 ",62
"2650","120114000101400006 ",104
"2651","120114000101400007 ",196
"2652","120114000101400008 ",69
"2653","120114000101400009 ",35
"2654","120114000101400010 ",72
"2655","120114000101400011 ",162
"2656","120114000101400012 ",66
"2657","120114000101400013 ",167
"2658","120114000101400013A",61
"2659","120114000101400014 ",74
"2660","120114000101400015 ",71
"2661","120114000101400016 ",74
"2662","120114000101400017 ",39
"2663","120114000101400018 ",66
"2664","120114000101400020A",112
"2665","120114000101400021 ",73
"2666","120114000101400022A",43
"2667","120114000101400025 ",52
"2668","120114000101400027A",118
"2669","120114000101400029 ",43
"2670","120114000101400030 ",80
"2671","120114000101400031 ",76
"2672","120114000101400032 ",91
"2673","120114000101400033 ",310
"2674","120114000101400034 ",116
"2675","120114000101400035 ",78
"2676","120114000101400036 ",103
"2677","120114000101400037 ",155
"2678","120114000101400038 ",126
"2679","120114000101400039 ",65
"2680","120114000101400040 ",45
"2681","120114000101400041B",66
"2682","120114000101400042 ",74
"2683","120114000101400043 ",73
"2684","120114000101400044 ",37
"2685","120114000101400045 ",46
"2686","120114000101400046 ",47
"2687","120114000101400047 ",30
"2688","120114000101400048 ",139
"2689","120114000101400049 ",147
"2690","120114000101400050 ",130
"2691","120114000101400051 ",44
"2692","1201140001014008888",54
"2693","120114000101500001 ",65
"2694","120114000101500003 ",65
"2695","120114000101500004 ",174
"2696","120114000101500005 ",74
"2697","120114000101500008 ",65
"2698","120114000101500009 ",36
"2699","120114000101500010 ",97
"2700","120114000101500012 ",106
"2701","120114000101500013 ",115
"2702","120114000101500014 ",75
"2703","120114000101500015 ",127
"2704","120114000101500016 ",88
"2705","120114000101500017 ",77
"2706","120114000101500018 ",63
"2707","120114000101500019 ",48
"2708","120114000101500021 ",112
"2709","120114000101500022 ",85
"2710","120114000101500023 ",70
"2711","120114000101500024 ",110
"2712","120114000101500025 ",92
"2713","120114000101500026 ",87
"2714","120114000101500027 ",94
"2715","120114000101500028 ",81
"2716","120114000101500029 ",100
"2717","120114000101500030 ",172
"2718","120114000101500032 ",41
"2719","120114000101500033 ",168
"2720","120114000101500034 ",93
"2721","120114000101500035 ",110
"2722","120114000101500036 ",57
"2723","120114000101500038 ",42
"2724","120114000101500039 ",70
"2725","120114000101500040 ",94
"2726","120114000101500043 ",107
"2727","120114000101500044 ",119
"2728","120114000101500045 ",118
"2729","120114000101500046 ",85
"2730","120114000101500047 ",83
"2731","120114000101500048 ",72
"2732","120114000101500049 ",37
"2733","120114000101500050 ",108
"2734","120114000101500051 ",72
"2735","120114000101500052 ",342
"2736","120114000101500053 ",294
"2737","120114000101500054 ",188
"2738","120114000101500055A",245
"2739","120114000101500055B",60
"2740","1201140001015008888",128
"2741","120114000101600001 ",123
"2742","120114000101600002 ",116
"2743","120114000101600003 ",308
"2744","120114000101600004 ",162
"2745","120114000101600005 ",100
"2746","120114000101600006A",298
"2747","120114000101600007 ",153
"2748","120114000101600008 ",104
"2749","120114000101600009 ",103
"2750","120114000101600010C",53
"2751","120114000101600012 ",67
"2752","120114000101600013 ",120
"2753","120114000101600014 ",62
"2754","120114000101600015 ",94
"2755","120114000101600016 ",106
"2756","120114000101600017 ",77
"2757","120114000101600018 ",47
"2758","120114000101600019 ",61
"2759","120114000101600020 ",45
"2760","120114000101600021 ",118
"2761","120114000101600022 ",100
"2762","120114000101600023 ",148
"2763","120114000101600024 ",158
"2764","120114000101600025 ",113
"2765","120114000101600026 ",147
"2766","120114000101600027 ",108
"2767","120114000101600028 ",47
"2768","120114000101600031 ",129
"2769","120114000101600032 ",122
"2770","120114000101600033 ",105
"2771","120114000101600034 ",35
"2772","120114000101600035 ",48
"2773","120114000101600036 ",50
"2774","120114000101600037 ",177
"2775","120114000101600038 ",89
"2776","120114000101600039 ",135
"2777","120114000101600040 ",179
"2778","120114000101600041 ",152
"2779","120114000101600042 ",32
"2780","120114000101600043 ",68
"2781","120114000101600044 ",88
"2782","120114000101600045A",158
"2783","120114000101600046 ",103
"2784","120114000101600047 ",120
"2785","120114000101600048 ",78
"2786","120114000101600049 ",97
"2787","120114000101600050 ",78
"2788","120114000101600051 ",89
"2789","120114000101600052 ",100
"2790","1201140001016008888",40
"2791","120114000101700001 ",101
"2792","120114000101700002 ",90
"2793","120114000101700003 ",83
"2794","120114000101700004 ",100
"2795","120114000101700005 ",101
"2796","120114000101700006 ",102
"2797","120114000101700009 ",104
"2798","120114000101700010 ",160
"2799","120114000101700011 ",125
"2800","120114000101700012 ",112
"2801","120114000101700013 ",41
"2802","120114000101700014 ",50
"2803","120114000101700015 ",62
"2804","120114000101700016 ",43
"2805","120114000101700017 ",104
"2806","120114000101700018 ",166
"2807","120114000101700019 ",84
"2808","120114000101700020 ",76
"2809","120114000101700021 ",82
"2810","120114000101700022 ",84
"2811","120114000101700023 ",69
"2812","120114000101700024 ",47
"2813","120114000101700025 ",102
"2814","120114000101700026 ",135
"2815","120114000101700027 ",54
"2816","120114000101700028 ",67
"2817","120114000101700029 ",738
"2818","120114000101700030 ",97
"2819","120114000101700031 ",145
"2820","120114000101700032 ",134
"2821","120114000101700034 ",159
"2822","120114000101700035 ",116
"2823","120114000101700036 ",68
"2824","120114000101700037 ",113
"2825","120114000101700038 ",117
"2826","120114000101700040 ",114
"2827","120114000101700041 ",140
"2828","120114000101700042 ",94
"2829","120114000101700043 ",33
"2830","120114000101700044 ",112
"2831","120114000101700045 ",109
"2832","120114000101700046 ",147
"2833","120114000101700047 ",128
"2834","120114000101700048 ",148
"2835","120114000101700050 ",179
"2836","120114000101700051 ",90
"2837","120114000101700052 ",59
"2838","120114000101700053 ",172
"2839","120114000101700055 ",46
"2840","1201140001017008888",72
"2841","120114000101800001 ",61
"2842","120114000101800003A",110
"2843","120114000101800004 ",51
"2844","120114000101800005A",123
"2845","120114000101800005B",126
"2846","120114000101800007 ",228
"2847","120114000101800008 ",138
"2848","120114000101800009A",141
"2849","120114000101800010A",127
"2850","120114000101800011A",110
"2851","120114000101800012 ",96
"2852","120114000101800013A",134
"2853","120114000101800015 ",55
"2854","120114000101800016 ",219
"2855","120114000101800019 ",211
"2856","120114000101800020 ",78
"2857","120114000101800021 ",112
"2858","120114000101800022 ",107
"2859","120114000101800023 ",84
"2860","120114000101800024 ",181
"2861","120114000101800026 ",103
"2862","120114000101800027 ",41
"2863","120114000101800028 ",377
"2864","120114000101800029A",117
"2865","120114000101800029C",116
"2866","120114000101800030E",47
"2867","120114000101800030I",82
"2868","120114000101800030J",116
"2869","120114000101800030K",119
"2870","120114000101800030L",103
"2871","120114000101800030S",43
"2872","120114000101800030U",67
"2873","120114000101800030V",65
"2874","120114000101800031A",114
"2875","120114000101800033 ",121
"2876","120114000101800034A",194
"2877","120114000101800035B",84
"2878","120114000101800035C",68
"2879","120114000101800036A",122
"2880","120114000101800037A",53
"2881","120114000101800040C",40
"2882","120114000101800040D",440
"2883","120114000101800040E",85
"2884","120114000101800043 ",42
"2885","120114000101800044 ",131
"2886","120114000101800045 ",92
"2887","120114000101800046 ",53
"2888","120114000101800047 ",30
"2889","120114000101800050 ",124
"2890","120114000101800051 ",69
"2891","120114000101800052A",365
"2892","120114000101800053 ",146
"2893","120114000101800054A",43
"2894","120114000101800056B",98
"2895","120114000101800057 ",79
"2896","120114000101800059 ",51
"2897","120114000101800060 ",40
"2898","1201140001018008888",327
"2899","120114000101900001 ",64
"2900","120114000101900002 ",107
"2901","120114000101900003 ",177
"2902","120114000101900004 ",88
"2903","120114000101900005 ",91
"2904","120114000101900006 ",31
"2905","120114000101900007 ",99
"2906","120114000101900008 ",118
"2907","120114000101900009 ",158
"2908","120114000101900010 ",89
"2909","120114000101900012 ",121
"2910","120114000101900013 ",152
"2911","120114000101900014 ",39
"2912","120114000101900015 ",94
"2913","120114000101900016 ",158
"2914","120114000101900018A",127
"2915","120114000101900019 ",51
"2916","120114000101900020 ",72
"2917","120114000101900021 ",76
"2918","120114000101900023 ",115
"2919","120114000101900024 ",119
"2920","120114000101900025 ",92
"2921","120114000101900027 ",92
"2922","120114000101900029 ",76
"2923","120114000101900030 ",110
"2924","120114000101900031 ",85
"2925","120114000101900032 ",54
"2926","120114000101900033 ",56
"2927","120114000101900034 ",57
"2928","120114000101900035 ",54
"2929","120114000101900036 ",271
"2930","120114000101900038 ",99
"2931","120114000101900040 ",51
"2932","120114000101900041 ",141
"2933","120114000101900042 ",46
"2934","120114000101900043 ",66
"2935","120114000101900044 ",71
"2936","120114000101900045 ",73
