"","cod_manzana","departamento","provincia","distrito","centro_poblado","manzana","automovil","motocicleta","hombre","mujer","De 0  a 4 años","De 5  a 9 años","De 10 a 14 años","De 15 a 19 años","De 20 a 24 años","De 25 a 29 años","De 30 a 34 años","De 35 a 39 años","De 40 a 44 años","De 45 a 49 años","De 50 a 54 años","De 55 a 59 años","De 60 a 64 años","De 65 a 69 años","De 70 a 74 años","De 75 a 79 años","De 80 a 84 años","De 85 a 89 años","De 90 a 94 años","De 95 a más","total"
"2599","120114000101300003 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 003",2,0,18,29,1,3,1,2,4,2,8,3,5,3,2,2,3,0,1,1,5,0,1,0,47
"2600","120114000101300004 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 004",6,0,22,29,3,1,6,0,6,0,1,3,5,7,4,1,4,4,4,1,1,0,0,0,51
"2601","120114000101300005 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 005",6,1,35,30,5,10,5,3,4,4,8,5,6,3,5,2,3,2,0,0,0,0,0,0,65
"2602","120114000101300007 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 007",6,4,54,50,9,9,10,5,8,7,10,6,9,5,7,6,2,5,1,4,1,0,0,0,104
"2603","120114000101300008 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 008",2,1,20,31,5,5,3,2,1,5,6,3,1,5,2,6,2,2,0,2,1,0,0,0,51
"2604","120114000101300009 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 009",4,0,24,43,2,7,3,5,3,5,6,7,4,5,4,3,4,5,1,1,2,0,0,0,67
"2605","120114000101300010 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 010",4,2,38,58,2,6,9,6,10,8,9,5,7,6,10,6,1,4,1,4,1,0,1,0,96
"2606","120114000101300011 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 011",5,3,32,38,4,4,2,4,4,5,11,2,3,6,8,6,2,3,3,1,2,0,0,0,70
"2607","120114000101300012 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 012",7,3,44,51,3,8,9,5,5,4,6,8,8,6,6,5,3,4,6,5,1,1,0,2,95
"2608","120114000101300013 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 013",10,0,73,84,8,8,10,18,14,18,11,3,12,14,11,8,8,4,4,3,1,1,1,0,157
"2609","120114000101300014 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 014",4,1,28,38,6,4,5,2,3,3,10,6,11,3,0,3,2,3,2,2,1,0,0,0,66
"2610","120114000101300015 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 015",7,0,32,35,4,5,7,5,7,2,5,2,3,5,2,6,1,2,1,4,4,0,2,0,67
"2611","120114000101300016 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 016",11,1,34,32,6,3,6,3,8,8,8,3,2,5,5,2,1,1,2,1,0,1,0,1,66
"2612","120114000101300017 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 017",13,1,77,74,10,13,11,15,11,12,17,6,8,9,6,9,3,11,3,2,2,1,1,1,151
"2613","120114000101300018A"," Junin","Huancayo","El Tambo","El Tambo","Mza: 018A",12,4,106,116,24,10,21,17,25,11,12,20,17,14,13,6,9,10,3,5,4,1,0,0,222
"2614","120114000101300019 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 019",5,1,26,35,1,2,5,6,3,2,7,3,3,5,9,0,6,5,4,0,0,0,0,0,61
"2615","120114000101300020 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 020",3,2,27,28,2,0,5,4,4,1,5,3,7,3,1,2,4,3,6,2,2,1,0,0,55
"2616","120114000101300021 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 021",5,1,60,59,8,6,11,5,13,10,12,10,8,3,3,7,5,5,6,3,3,0,1,0,119
"2617","120114000101300022 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 022",4,0,17,18,1,2,4,2,2,3,2,3,1,5,4,1,2,0,1,1,1,0,0,0,35
"2618","120114000101300023 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 023",2,0,15,15,2,3,0,5,4,7,0,0,1,1,2,4,1,0,0,0,0,0,0,0,30
"2619","120114000101300024 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 024",1,0,18,20,5,4,0,2,5,4,2,3,2,2,1,1,2,1,0,2,1,1,0,0,38
"2620","120114000101300025 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 025",10,4,87,90,13,15,12,8,13,16,16,10,9,11,12,11,6,7,6,5,3,3,0,1,177
"2621","120114000101300026 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 026",8,2,70,67,7,2,5,9,13,22,10,8,8,7,9,15,10,3,4,1,1,1,2,0,137
"2622","120114000101300027 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 027",4,1,59,43,1,7,7,8,7,8,6,14,6,5,7,6,9,2,4,2,1,1,0,1,102
"2623","120114000101300028 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 028",5,1,47,52,6,2,8,9,9,10,9,8,4,5,7,10,4,2,0,2,4,0,0,0,99
"2624","120114000101300030 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 030",9,8,113,108,13,15,14,25,15,13,15,13,17,18,13,13,11,5,1,7,9,1,3,0,221
"2625","120114000101300031 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 031",8,6,90,105,13,13,20,10,18,10,16,13,10,8,16,12,4,6,12,8,2,3,1,0,195
"2626","120114000101300032 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 032",3,0,11,20,3,2,1,2,3,2,1,4,3,1,3,0,1,2,0,2,1,0,0,0,31
"2627","120114000101300033 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 033",3,0,41,44,8,7,3,6,10,10,3,3,4,6,4,8,1,2,5,0,5,0,0,0,85
"2628","120114000101300034 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 034",4,1,34,46,1,10,4,10,0,10,2,3,6,8,3,3,4,1,5,5,3,1,1,0,80
"2629","120114000101300035 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 035",20,3,102,118,17,13,14,22,21,12,14,12,13,15,20,10,11,5,5,4,6,5,1,0,220
"2630","120114000101300037 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 037",8,2,44,38,10,6,7,6,5,8,5,7,6,2,3,4,5,0,0,3,3,1,1,0,82
"2631","120114000101300038 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 038",4,1,38,33,3,5,9,6,5,5,9,5,2,3,6,8,3,1,0,0,0,1,0,0,71
"2632","120114000101300039 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 039",5,0,28,35,1,5,3,3,6,2,4,10,5,3,6,2,3,5,2,2,1,0,0,0,63
"2633","120114000101300040 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 040",4,2,38,49,2,5,8,7,15,5,7,6,6,4,3,3,8,4,3,1,0,0,0,0,87
"2634","120114000101300041 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 041",3,2,61,69,8,10,8,10,8,9,11,14,12,9,7,7,6,4,2,2,3,0,0,0,130
"2635","120114000101300042 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 042",10,2,73,82,12,6,7,15,22,13,6,5,11,16,8,9,5,2,9,5,2,2,0,0,155
"2636","120114000101300043 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 043",7,4,98,100,9,12,14,14,26,16,8,9,15,17,13,11,10,4,10,7,1,2,0,0,198
"2637","120114000101300044 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 044",6,1,60,70,3,5,9,16,15,6,10,10,12,13,7,8,5,2,4,1,2,1,1,0,130
"2638","120114000101300045 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 045",2,1,12,19,2,1,2,2,5,1,1,0,1,3,1,2,4,2,0,1,1,2,0,0,31
"2639","120114000101300046 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 046",11,2,49,51,4,4,9,6,5,6,5,12,9,6,11,8,5,5,1,2,1,1,0,0,100
"2640","120114000101300047 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 047",4,3,46,49,5,6,7,10,11,4,6,7,8,7,6,2,5,2,4,2,2,0,1,0,95
"2641","120114000101300049 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 049",4,1,36,46,6,5,2,9,10,8,4,4,5,3,8,4,3,2,2,2,2,3,0,0,82
"2642","120114000101300050 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 050",2,0,76,87,4,15,14,16,6,14,15,13,12,7,8,12,8,6,2,4,1,4,2,0,163
"2643","120114000101300051 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 051",12,9,152,150,16,23,21,19,30,29,13,20,24,17,19,21,15,11,12,7,2,3,0,0,302
"2644","120114000101300053 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 053",6,1,42,44,4,9,1,6,6,10,5,1,7,4,7,6,4,3,1,3,2,7,0,0,86
"2645","1201140001013008888"," Junin","Huancayo","El Tambo","El Tambo","Mza: 8888",4,0,38,29,2,4,8,5,3,4,3,7,7,3,3,5,4,1,1,3,2,2,0,0,67
"2646","120114000101400001 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 001",8,0,44,63,4,6,11,11,8,7,4,4,11,7,3,8,4,4,4,6,4,0,1,0,107
"2647","120114000101400002 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 002",6,0,37,41,5,2,6,7,7,7,3,3,2,6,13,4,3,0,8,0,2,0,0,0,78
"2648","120114000101400003 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 003",16,2,65,73,9,13,7,8,11,8,7,8,6,9,14,12,13,5,1,4,2,0,1,0,138
"2649","120114000101400004 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 004",5,1,29,33,5,2,2,6,8,5,5,3,8,3,2,0,1,4,3,2,1,1,0,1,62
"2650","120114000101400006 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 006",9,1,48,56,7,6,5,15,8,8,11,4,11,9,8,1,3,3,4,0,0,1,0,0,104
"2651","120114000101400007 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 007",5,2,90,106,14,8,13,14,19,15,15,17,16,15,11,4,8,8,8,7,4,0,0,0,196
"2652","120114000101400008 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 008",2,1,29,40,10,5,12,6,2,5,6,5,3,4,6,3,1,0,1,0,0,0,0,0,69
"2653","120114000101400009 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 009",3,1,11,24,5,3,4,3,7,1,1,4,2,0,0,2,2,1,0,0,0,0,0,0,35
"2654","120114000101400010 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 010",5,2,36,36,6,7,4,3,8,4,6,5,8,5,2,4,4,4,2,0,0,0,0,0,72
"2655","120114000101400011 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 011",6,2,72,90,14,15,12,13,9,15,11,19,10,7,5,11,5,9,2,1,2,2,0,0,162
"2656","120114000101400012 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 012",5,0,26,40,5,3,3,4,5,6,4,3,6,5,6,6,4,1,1,4,0,0,0,0,66
"2657","120114000101400013 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 013",9,4,77,90,10,13,13,16,11,22,17,7,12,11,4,8,5,7,2,2,1,4,2,0,167
"2658","120114000101400013A"," Junin","Huancayo","El Tambo","El Tambo","Mza: 013A",5,1,32,29,3,10,4,2,0,3,4,7,6,3,2,1,5,7,4,0,0,0,0,0,61
"2659","120114000101400014 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 014",3,0,35,39,7,4,7,5,4,8,4,7,5,3,8,3,3,3,1,1,1,0,0,0,74
"2660","120114000101400015 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 015",7,2,31,40,2,7,9,4,8,4,5,2,12,8,3,2,1,0,2,0,1,1,0,0,71
"2661","120114000101400016 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 016",4,1,31,43,6,6,4,3,4,10,8,3,8,1,2,4,4,6,5,0,0,0,0,0,74
"2662","120114000101400017 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 017",6,1,18,21,1,4,3,4,3,3,2,1,4,3,2,2,3,1,1,1,1,0,0,0,39
"2663","120114000101400018 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 018",4,1,24,42,5,5,3,4,6,4,6,7,5,5,3,2,2,3,4,1,1,0,0,0,66
"2664","120114000101400020A"," Junin","Huancayo","El Tambo","El Tambo","Mza: 020A",5,3,53,59,7,6,7,7,7,13,5,11,9,10,7,9,3,2,3,5,0,1,0,0,112
"2665","120114000101400021 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 021",4,1,32,41,5,4,4,1,6,14,6,4,5,4,9,3,3,2,2,1,0,0,0,0,73
"2666","120114000101400022A"," Junin","Huancayo","El Tambo","El Tambo","Mza: 022A",1,0,26,17,4,2,3,3,7,5,5,2,0,3,1,3,2,1,2,0,0,0,0,0,43
"2667","120114000101400025 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 025",2,3,19,33,4,4,7,3,5,1,1,5,4,3,5,3,2,3,0,1,1,0,0,0,52
"2668","120114000101400027A"," Junin","Huancayo","El Tambo","El Tambo","Mza: 027A",8,0,57,61,8,7,12,12,14,12,8,7,13,3,4,5,6,1,3,1,2,0,0,0,118
"2669","120114000101400029 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 029",0,1,23,20,1,4,6,1,0,4,5,5,1,3,2,1,3,2,3,1,0,1,0,0,43
"2670","120114000101400030 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 030",8,0,36,44,6,3,1,11,6,7,5,5,5,4,8,2,3,3,5,5,0,1,0,0,80
"2671","120114000101400031 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 031",4,1,27,49,5,5,4,3,8,2,8,4,10,5,3,7,3,2,2,3,1,1,0,0,76
"2672","120114000101400032 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 032",5,0,41,50,1,1,6,10,7,10,6,7,9,7,8,3,5,4,5,1,0,1,0,0,91
"2673","120114000101400033 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 033",25,5,144,166,27,24,22,19,33,24,26,24,21,15,14,18,7,19,11,4,1,1,0,0,310
"2674","120114000101400034 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 034",7,1,48,68,7,7,11,5,14,11,10,8,9,8,7,8,5,1,0,3,1,1,0,0,116
"2675","120114000101400035 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 035",7,1,36,42,3,8,5,4,7,7,9,2,6,2,13,5,1,1,1,3,1,0,0,0,78
"2676","120114000101400036 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 036",3,3,56,47,10,8,11,9,3,9,8,11,9,3,1,4,4,6,4,2,0,0,1,0,103
"2677","120114000101400037 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 037",8,2,72,83,11,14,14,10,12,15,17,15,7,8,10,5,5,6,0,2,4,0,0,0,155
"2678","120114000101400038 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 038",7,2,58,68,10,12,12,9,9,7,15,9,9,12,4,4,5,2,4,2,1,0,0,0,126
"2679","120114000101400039 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 039",4,0,32,33,1,5,6,6,3,3,6,6,6,5,5,1,1,4,3,3,0,0,1,0,65
"2680","120114000101400040 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 040",7,0,16,29,1,1,6,4,6,2,1,3,2,4,5,5,1,0,1,3,0,0,0,0,45
"2681","120114000101400041B"," Junin","Huancayo","El Tambo","El Tambo","Mza: 041B",12,1,26,40,4,2,5,3,4,4,3,2,5,5,4,5,4,6,3,3,2,1,1,0,66
"2682","120114000101400042 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 042",11,0,39,35,5,4,3,5,3,3,5,3,6,8,7,8,3,5,0,2,1,1,2,0,74
"2683","120114000101400043 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 043",8,2,31,42,5,4,4,2,4,10,5,8,3,1,6,6,8,0,3,1,2,1,0,0,73
"2684","120114000101400044 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 044",2,0,19,18,1,1,1,2,2,3,3,4,0,0,8,3,2,1,1,1,1,3,0,0,37
"2685","120114000101400045 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 045",5,2,20,26,2,3,4,4,4,3,1,5,2,6,3,4,0,0,2,1,1,0,1,0,46
"2686","120114000101400046 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 046",2,0,25,22,3,5,4,5,3,2,1,2,3,5,5,2,0,2,1,2,0,0,1,1,47
"2687","120114000101400047 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 047",2,3,15,15,1,5,1,2,2,2,5,4,1,0,3,1,1,0,0,1,1,0,0,0,30
"2688","120114000101400048 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 048",13,1,52,87,10,12,8,14,7,11,10,9,7,15,8,2,6,3,8,5,3,1,0,0,139
"2689","120114000101400049 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 049",7,2,71,76,9,12,9,27,8,9,9,8,14,8,8,7,3,5,3,3,2,1,0,2,147
"2690","120114000101400050 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 050",11,0,65,65,5,11,12,12,11,8,8,9,11,14,7,5,3,5,3,1,3,2,0,0,130
"2691","120114000101400051 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 051",1,1,23,21,2,5,7,2,4,2,5,3,5,3,1,1,0,1,2,1,0,0,0,0,44
"2692","1201140001014008888"," Junin","Huancayo","El Tambo","El Tambo","Mza: 8888",2,1,28,26,4,1,2,6,3,12,6,2,1,4,3,2,2,1,4,0,0,1,0,0,54
"2693","120114000101500001 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 001",8,1,23,42,4,6,9,6,2,1,4,2,11,6,2,3,4,4,0,0,0,0,1,0,65
"2694","120114000101500003 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 003",10,0,27,38,2,3,6,6,4,3,8,2,6,7,5,3,1,2,4,3,0,0,0,0,65
"2695","120114000101500004 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 004",14,2,81,93,15,15,15,12,15,15,12,15,14,13,9,6,6,6,2,0,1,1,1,1,174
"2696","120114000101500005 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 005",6,3,32,42,6,11,7,3,7,9,3,7,5,5,2,2,4,2,0,1,0,0,0,0,74
"2697","120114000101500008 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 008",9,0,30,35,6,3,5,4,2,4,6,5,6,2,2,6,4,6,1,2,0,0,1,0,65
"2698","120114000101500009 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 009",3,0,18,18,2,3,2,4,1,5,4,2,3,2,1,2,1,2,2,0,0,0,0,0,36
"2699","120114000101500010 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 010",9,2,46,51,4,5,4,10,7,8,5,7,9,5,7,5,5,4,5,1,2,2,2,0,97
"2700","120114000101500012 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 012",3,0,47,59,5,5,7,14,10,5,5,6,15,11,9,0,3,4,2,0,3,2,0,0,106
"2701","120114000101500013 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 013",2,0,58,57,8,5,7,8,12,8,8,6,5,8,12,5,2,5,3,6,3,0,4,0,115
"2702","120114000101500014 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 014",6,2,33,42,1,7,6,5,7,1,3,6,7,5,3,3,4,2,7,5,2,1,0,0,75
"2703","120114000101500015 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 015",14,4,68,59,6,11,10,10,8,9,9,8,16,10,4,3,11,4,7,1,0,0,0,0,127
"2704","120114000101500016 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 016",3,0,45,43,7,8,8,5,2,7,8,6,6,4,3,5,7,4,2,1,4,0,1,0,88
"2705","120114000101500017 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 017",9,1,40,37,4,9,2,3,8,11,6,6,4,5,6,4,5,0,2,1,1,0,0,0,77
"2706","120114000101500018 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 018",8,0,30,33,5,5,4,2,4,5,7,2,6,5,5,2,4,6,0,1,0,0,0,0,63
"2707","120114000101500019 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 019",2,1,22,26,3,4,3,4,3,1,3,3,5,3,0,3,3,2,4,1,2,1,0,0,48
"2708","120114000101500021 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 021",7,1,54,58,10,7,6,13,9,9,6,7,7,10,7,7,5,2,3,2,1,1,0,0,112
"2709","120114000101500022 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 022",7,1,35,50,11,2,9,7,7,9,2,7,5,7,7,6,0,0,3,2,0,1,0,0,85
"2710","120114000101500023 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 023",8,0,35,35,5,5,7,3,6,3,3,6,5,5,6,3,3,1,3,3,2,0,1,0,70
"2711","120114000101500024 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 024",7,2,51,59,9,7,12,8,8,9,6,6,9,6,6,11,1,1,3,6,1,1,0,0,110
"2712","120114000101500025 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 025",6,0,40,52,5,4,7,9,10,5,5,4,10,3,9,4,3,2,3,6,2,1,0,0,92
"2713","120114000101500026 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 026",9,2,44,43,5,8,11,6,1,1,6,12,7,4,3,7,4,7,5,0,0,0,0,0,87
"2714","120114000101500027 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 027",11,1,44,50,8,9,7,7,3,2,8,6,8,3,5,7,9,3,6,1,0,1,0,1,94
"2715","120114000101500028 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 028",11,1,40,41,6,4,4,4,8,4,8,9,3,4,7,6,6,1,3,2,2,0,0,0,81
"2716","120114000101500029 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 029",11,0,50,50,7,9,5,12,10,5,8,2,3,9,7,5,2,6,1,3,4,0,2,0,100
"2717","120114000101500030 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 030",16,5,81,91,11,10,18,16,15,16,3,17,16,13,8,3,5,9,6,3,3,0,0,0,172
"2718","120114000101500032 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 032",3,0,18,23,1,4,4,4,4,3,2,4,3,1,1,2,5,0,1,0,2,0,0,0,41
"2719","120114000101500033 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 033",11,2,69,99,12,11,17,12,11,14,10,17,11,9,13,9,4,10,3,2,1,0,1,1,168
"2720","120114000101500034 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 034",4,1,47,46,9,7,10,4,8,9,5,6,10,5,6,4,0,4,3,1,1,1,0,0,93
"2721","120114000101500035 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 035",5,9,47,63,8,4,7,7,13,7,7,7,8,7,4,8,8,6,0,4,4,0,0,1,110
"2722","120114000101500036 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 036",9,1,31,26,2,2,4,4,3,9,4,4,2,6,1,4,4,6,1,1,0,0,0,0,57
"2723","120114000101500038 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 038",3,0,18,24,4,1,4,4,5,2,5,4,4,1,4,1,1,1,0,0,0,0,0,1,42
"2724","120114000101500039 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 039",5,1,31,39,3,3,2,5,6,5,8,2,4,5,8,5,5,4,2,1,0,0,2,0,70
"2725","120114000101500040 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 040",5,2,42,52,7,2,7,10,15,7,4,4,4,6,10,4,5,5,3,0,1,0,0,0,94
"2726","120114000101500043 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 043",12,1,47,60,8,8,10,10,8,7,10,11,4,3,6,3,10,5,3,0,1,0,0,0,107
"2727","120114000101500044 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 044",9,1,55,64,7,9,12,8,11,13,5,8,8,4,4,7,7,5,3,5,1,2,0,0,119
"2728","120114000101500045 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 045",19,4,54,64,7,8,7,5,15,9,15,13,10,5,5,3,8,4,2,1,1,0,0,0,118
"2729","120114000101500046 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 046",9,1,44,41,8,2,5,4,4,8,11,9,5,4,6,4,8,5,2,0,0,0,0,0,85
"2730","120114000101500047 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 047",8,2,45,38,4,7,8,9,7,6,5,8,6,5,3,8,3,1,1,0,2,0,0,0,83
"2731","120114000101500048 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 048",6,1,29,43,6,2,6,8,6,8,2,2,8,7,1,6,2,3,3,0,0,1,0,1,72
"2732","120114000101500049 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 049",6,1,19,18,2,0,1,5,1,6,2,1,5,3,0,1,2,1,5,2,0,0,0,0,37
"2733","120114000101500050 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 050",10,1,52,56,0,6,4,9,16,12,9,10,6,12,6,3,8,2,4,1,0,0,0,0,108
"2734","120114000101500051 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 051",6,1,34,38,8,5,4,4,3,8,9,3,5,5,4,1,4,3,4,0,0,1,1,0,72
"2735","120114000101500052 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 052",21,7,155,187,20,30,22,26,46,34,30,20,23,15,18,14,19,13,3,3,3,3,0,0,342
"2736","120114000101500053 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 053",27,8,138,156,16,22,15,23,21,30,23,31,16,20,16,24,17,7,7,2,1,3,0,0,294
"2737","120114000101500054 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 054",15,1,85,103,24,17,10,15,14,24,20,13,10,11,9,6,3,1,3,3,2,3,0,0,188
"2738","120114000101500055A"," Junin","Huancayo","El Tambo","El Tambo","Mza: 055A",16,2,110,135,15,12,16,31,17,26,21,20,25,15,9,11,6,8,4,2,3,4,0,0,245
"2739","120114000101500055B"," Junin","Huancayo","El Tambo","El Tambo","Mza: 055B",2,0,27,33,2,5,5,11,10,3,5,2,3,4,7,2,0,0,0,0,0,1,0,0,60
"2740","1201140001015008888"," Junin","Huancayo","El Tambo","El Tambo","Mza: 8888",9,3,62,66,7,1,7,15,16,15,16,11,14,4,4,6,4,3,3,1,1,0,0,0,128
"2741","120114000101600001 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 001",4,1,61,62,13,11,5,7,12,14,6,9,6,4,8,8,7,3,0,4,4,2,0,0,123
"2742","120114000101600002 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 002",4,1,50,66,4,10,7,5,8,6,8,6,10,10,13,4,6,4,4,4,3,3,1,0,116
"2743","120114000101600003 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 003",25,6,147,161,38,21,21,17,14,22,37,27,30,19,13,9,6,11,11,6,1,3,1,1,308
"2744","120114000101600004 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 004",11,0,73,89,15,13,14,9,5,9,12,19,13,7,9,9,5,9,6,5,2,0,1,0,162
"2745","120114000101600005 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 005",4,5,44,56,1,2,9,11,9,11,8,6,0,8,6,5,5,7,4,1,4,1,2,0,100
"2746","120114000101600006A"," Junin","Huancayo","El Tambo","El Tambo","Mza: 006A",20,3,141,157,23,14,23,21,26,20,21,24,21,12,23,17,7,22,9,7,2,4,2,0,298
"2747","120114000101600007 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 007",11,3,69,84,13,9,12,18,11,7,15,12,7,11,8,8,7,4,2,4,3,2,0,0,153
