"","cod_manzana","departamento","provincia","distrito","centro_poblado","manzana","automovil","motocicleta","hombre","mujer","De 0  a 4 años","De 5  a 9 años","De 10 a 14 años","De 15 a 19 años","De 20 a 24 años","De 25 a 29 años","De 30 a 34 años","De 35 a 39 años","De 40 a 44 años","De 45 a 49 años","De 50 a 54 años","De 55 a 59 años","De 60 a 64 años","De 65 a 69 años","De 70 a 74 años","De 75 a 79 años","De 80 a 84 años","De 85 a 89 años","De 90 a 94 años","De 95 a más","total"
"2450","120114000101000005 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 005",3,0,61,60,6,16,11,10,10,13,10,7,4,4,8,5,4,4,5,2,2,0,0,0,121
"2451","120114000101000006 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 006",2,3,82,66,6,17,25,10,8,11,12,8,14,6,5,9,4,2,4,5,1,0,0,1,148
"2452","120114000101000007 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 007",7,4,106,125,21,23,21,23,12,19,15,28,16,12,8,7,11,10,3,2,0,0,0,0,231
"2453","120114000101000008 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 008",3,0,62,65,8,12,8,6,12,11,12,15,6,8,4,6,5,3,6,2,3,0,0,0,127
"2454","120114000101000009 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 009",3,2,55,61,3,5,11,14,9,8,9,10,12,9,7,3,5,2,3,3,2,1,0,0,116
"2455","120114000101000010 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 010",3,1,48,52,7,8,4,10,13,7,7,5,6,4,7,3,4,4,2,4,2,3,0,0,100
"2456","120114000101000011 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 011",7,1,50,52,2,5,8,9,8,9,13,10,3,8,7,8,6,0,3,1,1,1,0,0,102
"2457","120114000101000012 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 012",2,1,79,75,21,17,7,14,19,14,10,10,8,4,6,4,4,7,4,3,0,2,0,0,154
"2458","120114000101000013 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 013",3,0,66,57,9,9,7,8,13,12,7,7,8,6,9,8,7,7,2,1,1,0,2,0,123
"2459","120114000101000014 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 014",9,3,69,61,5,10,11,11,13,7,12,13,14,10,2,4,7,2,4,2,2,1,0,0,130
"2460","120114000101000016 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 016",9,0,59,70,6,8,13,12,9,5,7,11,10,10,9,6,5,5,4,6,2,1,0,0,129
"2461","120114000101000017 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 017",9,1,34,31,7,5,3,0,1,4,2,4,7,5,4,1,7,4,5,3,2,1,0,0,65
"2462","120114000101000018 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 018",5,0,40,44,3,4,7,4,5,4,8,9,8,7,4,3,4,4,6,0,2,2,0,0,84
"2463","120114000101000019 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 019",9,3,48,65,7,6,7,9,11,9,6,8,8,10,4,10,4,3,0,4,5,2,0,0,113
"2464","120114000101000020 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 020",2,1,20,15,2,2,1,3,7,3,4,2,2,2,2,2,1,1,1,0,0,0,0,0,35
"2465","120114000101000021 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 021",6,2,42,44,8,5,9,5,8,3,5,7,5,13,1,1,3,4,5,4,0,0,0,0,86
"2466","120114000101000022 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 022",14,2,42,57,8,9,7,3,7,7,4,10,7,8,5,1,6,6,8,2,1,0,0,0,99
"2467","120114000101000023 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 023",9,2,63,88,14,7,12,9,8,17,14,13,10,5,4,7,11,11,6,2,1,0,0,0,151
"2468","120114000101000024 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 024",6,1,33,28,4,7,9,3,1,8,8,7,1,0,1,4,3,3,2,0,0,0,0,0,61
"2469","120114000101000025 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 025",5,1,24,26,4,9,2,6,1,3,3,6,4,2,1,1,4,1,3,0,0,0,0,0,50
"2470","120114000101000026 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 026",3,1,18,23,4,1,2,1,4,5,5,5,3,0,2,1,4,2,0,0,1,1,0,0,41
"2471","120114000101000027 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 027",4,4,46,52,16,10,6,3,5,6,13,12,6,5,1,7,1,2,2,1,2,0,0,0,98
"2472","120114000101000028A"," Junin","Huancayo","El Tambo","El Tambo","Mza: 028A",17,5,135,126,18,23,25,22,16,14,17,24,35,13,8,12,10,12,8,2,2,0,0,0,261
"2473","120114000101000029B"," Junin","Huancayo","El Tambo","El Tambo","Mza: 029B",8,5,47,79,14,4,8,12,13,7,11,11,6,3,11,11,4,4,3,2,1,0,1,0,126
"2474","120114000101000030A"," Junin","Huancayo","El Tambo","El Tambo","Mza: 030A",9,7,78,67,11,13,17,14,13,12,8,11,16,6,12,4,3,0,1,0,2,1,1,0,145
"2475","120114000101000030C"," Junin","Huancayo","El Tambo","El Tambo","Mza: 030C",1,0,35,44,7,4,4,4,9,11,9,8,2,1,1,6,5,4,1,3,0,0,0,0,79
"2476","120114000101000030D"," Junin","Huancayo","El Tambo","El Tambo","Mza: 030D",5,0,33,30,4,4,5,7,6,7,3,2,7,5,2,2,5,2,2,0,0,0,0,0,63
"2477","120114000101000030F"," Junin","Huancayo","El Tambo","El Tambo","Mza: 030F",4,2,24,24,3,4,6,3,8,3,3,2,2,5,1,3,2,1,1,0,0,1,0,0,48
"2478","120114000101000030Q"," Junin","Huancayo","El Tambo","El Tambo","Mza: 030Q",5,0,19,22,6,2,6,4,3,4,5,2,4,3,0,1,0,0,0,1,0,0,0,0,41
"2479","120114000101000030T"," Junin","Huancayo","El Tambo","El Tambo","Mza: 030T",1,1,15,19,3,2,1,6,2,4,1,0,4,2,3,0,0,2,2,0,2,0,0,0,34
"2480","120114000101000030V"," Junin","Huancayo","El Tambo","El Tambo","Mza: 030V",2,0,23,24,2,7,8,5,2,2,1,6,7,3,1,1,0,1,0,1,0,0,0,0,47
"2481","120114000101000030X"," Junin","Huancayo","El Tambo","El Tambo","Mza: 030X",4,0,17,17,3,4,6,3,2,1,2,2,5,2,3,0,1,0,0,0,0,0,0,0,34
"2482","120114000101000030Z"," Junin","Huancayo","El Tambo","El Tambo","Mza: 030Z",7,0,14,21,2,2,5,9,1,4,0,0,4,6,0,0,0,0,0,2,0,0,0,0,35
"2483","120114000101000031 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 031",5,3,58,61,11,10,10,8,13,10,9,5,11,5,6,4,4,7,3,1,2,0,0,0,119
"2484","120114000101000032 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 032",6,4,39,53,5,8,7,5,11,9,5,6,6,5,4,6,2,5,5,1,2,0,0,0,92
"2485","120114000101000033 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 033",7,4,34,31,7,5,4,7,6,4,5,6,6,1,5,4,1,0,3,1,0,0,0,0,65
"2486","120114000101000035 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 035",2,0,30,30,5,5,6,4,5,4,6,5,3,7,1,2,4,2,1,0,0,0,0,0,60
"2487","120114000101000036 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 036",1,1,17,21,0,2,2,4,6,6,1,2,1,2,6,2,0,0,2,0,0,1,1,0,38
"2488","120114000101000037 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 037",3,1,27,36,2,4,1,7,1,5,3,8,6,6,1,2,5,3,4,4,1,0,0,0,63
"2489","120114000101000038 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 038",6,2,52,51,6,6,7,7,9,9,8,5,6,10,3,3,8,5,5,2,3,1,0,0,103
"2490","120114000101000039 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 039",13,9,129,161,25,19,19,21,19,22,30,17,18,21,18,12,18,9,13,3,4,2,0,0,290
"2491","120114000101000040 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 040",4,1,27,30,3,8,3,4,1,6,5,4,4,3,4,1,5,0,1,2,2,1,0,0,57
"2492","120114000101000041 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 041",19,4,145,147,21,26,26,19,26,15,18,17,31,19,12,14,11,11,14,6,3,2,1,0,292
"2493","120114000101000042 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 042",14,4,91,109,12,10,14,17,20,18,23,8,15,10,12,11,5,6,4,7,5,1,2,0,200
"2494","120114000101000043 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 043",4,2,29,36,4,4,5,5,8,6,2,7,3,3,2,3,4,4,1,2,1,1,0,0,65
"2495","120114000101000044A"," Junin","Huancayo","El Tambo","El Tambo","Mza: 044A",7,2,37,51,6,7,8,3,4,4,5,7,13,7,3,4,4,2,3,4,1,1,2,0,88
"2496","120114000101000045 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 045",1,1,44,56,6,3,6,4,6,10,10,7,5,5,8,10,7,8,0,0,2,3,0,0,100
"2497","120114000101000046 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 046",7,2,80,80,18,12,8,12,11,15,15,14,6,9,10,8,7,5,2,3,3,1,1,0,160
"2498","120114000101000047 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 047",5,4,73,78,11,10,13,6,12,10,10,15,13,13,5,7,10,7,2,3,3,1,0,0,151
"2499","120114000101000048 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 048",6,3,49,51,13,11,9,6,9,7,13,3,7,7,4,2,1,2,2,2,1,1,0,0,100
"2500","120114000101000049 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 049",7,3,60,60,6,7,10,8,6,10,10,17,6,10,5,4,5,4,5,6,1,0,0,0,120
"2501","120114000101000050 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 050",5,1,51,57,7,9,7,11,12,9,8,6,8,7,6,6,3,1,4,2,2,0,0,0,108
"2502","120114000101000051A"," Junin","Huancayo","El Tambo","El Tambo","Mza: 051A",8,1,44,50,6,10,13,8,9,3,5,8,12,6,2,0,3,2,3,4,0,0,0,0,94
"2503","120114000101000054 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 054",4,1,57,45,6,13,8,5,8,5,9,6,9,8,5,5,8,3,1,3,0,0,0,0,102
"2504","120114000101000055 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 055",2,2,25,24,3,4,8,3,2,2,1,10,4,2,1,4,1,2,1,0,1,0,0,0,49
"2505","120114000101000056 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 056",1,1,21,25,7,3,5,3,4,2,2,5,4,3,1,2,0,1,1,2,1,0,0,0,46
"2506","120114000101000057 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 057",4,3,47,53,7,6,10,10,5,8,7,10,9,5,7,2,4,4,4,0,0,1,0,1,100
"2507","120114000101000060 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 060",6,1,25,32,7,8,6,10,3,3,6,7,3,2,2,0,0,0,0,0,0,0,0,0,57
"2508","120114000101000061 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 061",4,0,24,36,7,7,5,4,8,6,3,3,4,5,3,0,2,2,1,0,0,0,0,0,60
"2509","120114000101000062 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 062",4,0,14,16,3,2,4,4,4,3,3,1,2,3,1,0,0,0,0,0,0,0,0,0,30
"2510","120114000101000067 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 067",1,1,13,19,3,6,4,2,4,1,0,3,3,1,1,1,0,1,2,0,0,0,0,0,32
"2511","120114000101000068 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 068",6,5,66,57,14,11,14,6,14,7,7,11,6,12,4,6,2,2,3,2,1,1,0,0,123
"2512","1201140001010008888"," Junin","Huancayo","El Tambo","El Tambo","Mza: 8888",4,4,60,61,14,17,14,7,6,12,8,12,8,4,7,1,0,5,2,1,1,2,0,0,121
"2513","120114000101100001 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 001",3,0,16,19,5,0,1,1,1,6,3,1,2,2,3,4,1,2,2,0,0,1,0,0,35
"2514","120114000101100003A"," Junin","Huancayo","El Tambo","El Tambo","Mza: 003A",13,5,62,73,5,13,11,8,10,6,15,10,17,6,5,3,6,7,4,4,4,1,0,0,135
"2515","120114000101100004 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 004",9,2,66,62,14,6,12,9,9,12,12,7,12,8,9,4,7,4,2,0,0,0,1,0,128
"2516","120114000101100005 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 005",3,0,57,60,8,6,8,13,6,9,6,7,9,12,8,6,6,5,5,1,1,0,1,0,117
"2517","120114000101100006 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 006",7,4,66,93,15,11,14,11,11,12,16,17,14,6,7,10,6,3,1,1,3,0,1,0,159
"2518","120114000101100007A"," Junin","Huancayo","El Tambo","El Tambo","Mza: 007A",6,1,50,65,8,5,9,8,9,3,4,12,13,7,12,8,6,3,5,0,3,0,0,0,115
"2519","120114000101100008 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 008",4,2,30,29,4,4,6,4,2,5,6,4,6,4,3,4,2,1,1,2,1,0,0,0,59
"2520","120114000101100009 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 009",4,2,17,24,2,5,0,2,0,1,5,6,1,4,3,3,2,3,1,2,1,0,0,0,41
"2521","120114000101100010 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 010",1,0,27,33,0,2,4,10,10,8,6,3,4,4,2,1,1,2,3,0,0,0,0,0,60
"2522","120114000101100011 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 011",3,2,24,32,2,5,6,5,5,4,3,3,4,5,1,3,3,4,2,0,1,0,0,0,56
"2523","120114000101100013 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 013",3,1,21,21,2,3,2,4,2,3,4,4,3,4,2,3,0,0,3,3,0,0,0,0,42
"2524","120114000101100014 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 014",9,2,30,33,3,6,6,3,5,5,1,3,9,8,2,0,2,4,2,2,0,2,0,0,63
"2525","120114000101100015 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 015",11,2,53,63,11,8,6,12,12,9,6,11,6,7,3,6,6,5,4,1,2,1,0,0,116
"2526","120114000101100016 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 016",9,1,45,49,6,6,7,5,8,6,5,4,11,7,6,9,4,4,3,3,0,0,0,0,94
"2527","120114000101100019 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 019",3,0,16,20,0,2,2,1,5,2,3,2,1,2,7,2,0,1,3,2,1,0,0,0,36
"2528","120114000101100020 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 020",2,2,24,35,5,5,5,5,7,3,6,7,3,4,0,1,5,1,2,0,0,0,0,0,59
"2529","120114000101100021 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 021",4,1,37,38,1,7,6,3,7,2,4,8,9,6,4,2,1,4,2,2,6,0,1,0,75
"2530","120114000101100023 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 023",3,0,22,34,3,3,4,6,3,4,4,7,6,2,2,1,2,3,6,0,0,0,0,0,56
"2531","120114000101100025 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 025",10,6,56,69,5,12,10,13,11,6,9,9,11,8,9,5,4,5,4,1,2,1,0,0,125
"2532","120114000101100026 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 026",7,3,50,62,8,10,10,10,6,6,5,9,11,9,6,8,4,4,4,0,0,2,0,0,112
"2533","120114000101100027 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 027",6,1,52,76,11,13,3,12,12,9,12,12,8,9,7,6,5,3,1,3,2,0,0,0,128
"2534","120114000101100028 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 028",5,1,44,70,12,10,11,9,10,7,9,1,7,11,10,8,4,0,2,2,1,0,0,0,114
"2535","120114000101100029 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 029",3,0,44,54,3,13,7,10,4,6,7,9,8,2,7,4,6,4,3,2,1,2,0,0,98
"2536","120114000101100030 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 030",6,3,44,51,5,8,12,5,3,6,8,8,6,5,5,8,5,3,4,2,1,1,0,0,95
"2537","120114000101100032 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 032",5,2,41,40,4,7,6,7,5,9,2,7,5,8,7,2,1,2,3,4,2,0,0,0,81
"2538","120114000101100033 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 033",8,3,37,44,3,7,11,8,4,7,7,7,5,7,3,2,1,3,3,2,1,0,0,0,81
"2539","120114000101100034 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 034",16,3,59,75,6,7,15,11,7,8,4,10,12,10,8,8,3,7,4,8,4,0,2,0,134
"2540","120114000101100035 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 035",6,1,29,41,3,7,3,3,9,8,8,5,6,2,5,1,3,1,4,2,0,0,0,0,70
"2541","120114000101100036 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 036",4,2,29,31,3,5,6,7,3,2,1,8,8,6,3,3,1,2,1,1,0,0,0,0,60
"2542","120114000101100037 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 037",23,5,671,514,30,226,340,348,41,30,23,28,15,24,17,18,14,15,10,2,1,0,3,0,1185
"2543","120114000101100038 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 038",1,0,29,35,3,6,4,6,5,4,4,8,5,4,1,7,1,3,2,0,1,0,0,0,64
"2544","120114000101100039 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 039",5,4,41,41,2,8,4,8,6,7,7,5,8,4,3,5,2,3,6,3,1,0,0,0,82
"2545","120114000101100040 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 040",9,4,102,121,13,14,19,20,16,19,10,21,17,17,12,11,6,11,11,1,2,3,0,0,223
"2546","120114000101100041 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 041",4,0,29,36,1,5,1,5,5,7,4,6,2,4,7,3,4,3,1,3,2,1,1,0,65
"2547","120114000101100042A"," Junin","Huancayo","El Tambo","El Tambo","Mza: 042A",14,4,136,163,24,18,29,22,30,28,27,24,23,14,16,14,10,7,2,3,6,1,0,1,299
"2548","120114000101100043A"," Junin","Huancayo","El Tambo","El Tambo","Mza: 043A",10,5,76,89,6,10,20,10,10,13,17,10,11,10,9,14,5,8,2,4,4,1,1,0,165
"2549","120114000101100045 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 045",7,2,74,66,5,4,13,14,10,13,8,12,7,6,8,12,9,6,4,4,3,1,1,0,140
"2550","120114000101100046 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 046",7,5,108,109,15,16,20,20,22,18,23,14,13,14,9,8,11,4,5,2,1,1,1,0,217
"2551","120114000101100047 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 047",4,2,28,37,7,2,4,8,3,4,9,3,3,3,6,2,3,1,0,1,3,3,0,0,65
"2552","120114000101100048A"," Junin","Huancayo","El Tambo","El Tambo","Mza: 048A",1,2,35,50,8,6,7,6,6,9,9,1,6,9,7,2,2,0,4,2,1,0,0,0,85
"2553","1201140001011008888"," Junin","Huancayo","El Tambo","El Tambo","Mza: 8888",2,0,39,39,3,10,8,4,5,4,3,8,6,4,3,6,3,5,1,2,2,0,1,0,78
"2554","120114000101200001 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 001",1,1,19,25,1,5,4,3,3,2,2,5,2,4,3,2,3,1,0,3,1,0,0,0,44
"2555","120114000101200002 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 002",8,1,38,41,3,4,5,6,5,2,8,5,4,5,5,11,4,3,2,3,1,1,2,0,79
"2556","120114000101200003 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 003",3,0,57,42,6,6,7,6,6,10,1,4,6,10,4,7,7,4,3,2,4,3,3,0,99
"2557","120114000101200004 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 004",8,0,46,66,4,7,7,10,8,8,11,6,5,7,13,9,6,3,3,0,1,3,1,0,112
"2558","120114000101200006 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 006",8,2,63,92,13,5,13,13,12,9,11,4,8,16,17,11,5,5,3,4,3,3,0,0,155
"2559","120114000101200007 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 007",7,1,69,82,4,15,11,11,14,18,14,7,6,17,8,8,10,2,1,2,1,2,0,0,151
"2560","120114000101200008 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 008",10,2,61,50,8,13,12,8,6,8,7,8,8,5,8,7,2,3,6,1,0,0,0,1,111
"2561","120114000101200010 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 010",5,0,40,62,3,4,9,6,7,7,7,8,9,5,10,5,4,3,5,1,2,3,2,2,102
"2562","120114000101200011A"," Junin","Huancayo","El Tambo","El Tambo","Mza: 011A",3,3,76,98,3,5,15,25,18,9,9,13,19,12,8,6,7,8,5,6,3,3,0,0,174
"2563","120114000101200012 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 012",5,1,36,41,3,4,5,5,3,3,4,10,7,6,5,4,3,2,8,3,2,0,0,0,77
"2564","120114000101200013 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 013",13,3,74,80,14,9,8,11,16,10,18,8,6,7,8,8,13,5,5,1,3,3,1,0,154
"2565","120114000101200014 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 014",3,0,53,61,9,4,3,10,9,6,9,8,5,8,5,8,5,8,13,1,1,2,0,0,114
"2566","120114000101200015 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 015",7,2,70,94,15,9,13,17,8,12,16,17,9,12,8,8,3,5,2,8,0,1,0,1,164
"2567","120114000101200016 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 016",4,3,57,71,10,7,12,11,8,5,11,8,8,15,4,4,6,4,7,1,2,2,3,0,128
"2568","120114000101200017 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 017",7,4,64,74,7,8,8,4,10,4,13,19,11,5,7,8,5,6,4,11,5,1,1,1,138
"2569","120114000101200018 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 018",9,1,51,53,4,6,4,5,10,5,4,13,8,4,2,11,9,10,5,3,1,0,0,0,104
"2570","120114000101200019 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 019",1,1,47,39,4,3,3,6,6,20,8,0,1,6,6,9,5,5,2,2,0,0,0,0,86
"2571","120114000101200020 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 020",4,1,49,70,6,12,8,8,12,7,9,14,6,8,5,7,3,5,6,1,0,0,2,0,119
"2572","120114000101200021 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 021",10,1,66,47,8,9,7,10,6,7,13,8,6,4,10,7,5,6,4,2,0,1,0,0,113
"2573","120114000101200022 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 022",3,1,47,64,10,6,9,8,13,10,9,8,4,8,3,5,7,2,0,6,3,0,0,0,111
"2574","120114000101200023 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 023",9,2,56,46,4,4,9,8,9,6,9,3,9,7,6,5,6,3,2,4,4,1,2,1,102
"2575","120114000101200024 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 024",9,3,69,77,9,12,12,5,11,15,12,14,8,6,5,10,10,8,6,1,2,0,0,0,146
"2576","120114000101200025 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 025",11,1,59,65,7,3,10,11,11,5,12,7,10,5,13,6,6,9,0,4,3,2,0,0,124
"2577","120114000101200026 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 026",5,0,44,58,6,9,6,9,13,5,3,7,6,6,5,9,6,4,3,4,0,1,0,0,102
"2578","120114000101200029 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 029",6,2,95,72,12,26,32,19,10,8,12,6,11,3,5,7,6,4,2,3,0,1,0,0,167
"2579","120114000101200030 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 030",6,0,45,60,7,5,9,5,15,9,11,11,6,7,4,6,5,2,0,0,1,1,1,0,105
"2580","120114000101200031 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 031",6,0,52,56,9,10,10,6,5,10,10,7,6,6,6,5,8,1,4,3,0,0,1,1,108
"2581","120114000101200032 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 032",3,0,24,32,7,1,3,1,6,5,4,4,3,6,3,3,2,5,1,2,0,0,0,0,56
"2582","120114000101200033 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 033",8,0,40,42,2,7,1,6,13,7,3,4,4,6,6,7,4,0,0,4,4,4,0,0,82
"2583","120114000101200034A"," Junin","Huancayo","El Tambo","El Tambo","Mza: 034A",8,5,46,39,7,9,6,8,1,6,7,6,12,3,4,1,0,5,2,2,5,0,0,1,85
"2584","120114000101200035 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 035",3,0,26,33,5,4,2,3,3,5,8,5,2,0,5,3,7,2,1,0,2,2,0,0,59
"2585","120114000101200036 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 036",15,2,68,92,9,11,8,6,17,16,12,12,12,3,14,13,5,7,6,3,3,1,2,0,160
"2586","120114000101200037 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 037",6,0,66,73,3,10,10,9,9,5,11,10,12,11,7,8,9,8,4,5,4,3,1,0,139
"2587","120114000101200039 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 039",4,1,20,18,1,4,0,4,3,5,3,2,3,5,1,2,1,2,0,2,0,0,0,0,38
"2588","120114000101200040 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 040",3,0,27,41,1,6,5,7,3,5,7,5,3,9,4,1,3,2,4,1,1,1,0,0,68
"2589","120114000101200041 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 041",3,1,19,21,2,4,2,2,5,1,3,4,4,3,2,1,1,0,2,3,1,0,0,0,40
"2590","120114000101200044 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 044",4,0,16,20,3,3,1,4,4,1,2,4,5,0,2,2,1,1,1,1,1,0,0,0,36
"2591","120114000101200046C"," Junin","Huancayo","El Tambo","El Tambo","Mza: 046C",18,6,171,160,22,21,19,33,28,24,23,19,24,23,22,16,12,6,12,11,9,5,1,1,331
"2592","120114000101200048 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 048",3,1,31,33,4,4,4,3,4,4,6,9,4,3,4,0,5,1,3,2,3,1,0,0,64
"2593","120114000101200049 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 049",8,0,40,48,9,8,5,1,3,5,5,9,8,3,5,6,4,4,3,6,1,1,2,0,88
"2594","120114000101200050A"," Junin","Huancayo","El Tambo","El Tambo","Mza: 050A",8,1,63,71,9,9,9,17,8,8,9,10,7,13,8,7,7,0,3,3,4,2,1,0,134
"2595","120114000101200052 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 052",3,0,18,22,2,2,4,1,1,1,4,4,4,2,2,2,2,4,1,1,2,1,0,0,40
"2596","1201140001012008888"," Junin","Huancayo","El Tambo","El Tambo","Mza: 8888",4,0,29,28,3,2,1,7,4,5,4,4,3,4,3,3,3,6,1,2,0,2,0,0,57
"2597","120114000101300001 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 001",2,2,21,31,3,3,4,5,4,4,4,4,5,2,4,3,1,1,1,0,4,0,0,0,52
"2598","120114000101300002 "," Junin","Huancayo","El Tambo","El Tambo","Mza: 002",8,1,50,67,8,9,10,10,11,11,4,6,11,7,5,6,5,7,2,3,2,0,0,0,117
